1.30;0.21724;-0.0316;0.03931;-0.0316
1.31;0.1125;0.07518;0.10086;0.07518
1.32;-0.11406;0.13539;0.09577;0.13539
1.33;-0.15024;0.00716;0.02973;0.00716
1.34;0.38834;0.00045;0.17315;0.00045
1.35;0.20995;0.13688;0.03028;0.13688
1.36;0.02606;0.18628;0.00667;0.18628
1.37;-0.13216;0.17315;0.01616;0.17315
1.38;0.19169;0.06775;0.00893;0.06775
1.39;0.1829;0.04783;-0.04582;0.04783
1.40;0.14378;0.04562;0.02283;0.04562
1.41;0.00055;0.12731;0.00085;0.12731
1.42;0.02963;0.02778;-0.00514;0.02778
1.43;0.02482;0.02593;0.06526;0.02593
1.44;0.09742;-0.01372;0.04268;-0.01372
1.45;0.00615;0.09061;-0.01522;0.09061
1.46;0.11768;0.07566;-0.01918;0.07566
1.47;0.1212;0.0693;0.01041;0.0693
1.48;-0.03982;0.03403;0.06858;0.03403
1.49;0.14854;0.0432;0.06016;0.0432
1.50;0.10282;-0.02134;0.00846;-0.02134
1.51;0.06404;0.04757;0.01541;0.04757
1.52;0.07493;-0.03145;0.06533;-0.03145
1.53;-0.03889;-0.01132;0.0062;-0.01132
1.54;0.09618;0.02243;-0.01311;0.02243
1.55;0.02926;0.02394;0.02207;0.02394
1.56;0.02157;0.02803;0.03279;0.02803
1.57;0.04345;0.07687;-0.01544;0.07687
1.58;-0.01005;0.08017;0.00396;0.08017
1.59;0.04972;0.05056;-0.01357;0.05056
1.60;0.09644;0.11503;0.01285;0.11503
1.61;0.04216;0.00641;0.00545;0.00641
1.62;-0.07543;0.05188;0.03323;0.05188
1.63;0.01274;0.03315;0.0187;0.03315
1.64;0.08401;0.01108;0.00497;0.01108
1.65;0.05011;0.02459;0.02474;0.02459
1.66;-0.00349;0.06243;0.02492;0.06243
1.67;0.09726;0.02522;0.0252;0.02522
1.68;0.0573;-0.02052;-0.0031;-0.02052
1.69;0.07813;0.03571;0.02848;0.03571
1.70;0.11062;0.03192;0.02795;0.03192
1.71;0.06046;0.00793;0.0088;0.00793
1.72;0.00029;0.03151;-0.00543;0.03151
1.73;0.04217;0.03675;0.01093;0.03675
1.74;0.07282;0.03623;0.01212;0.03623
1.75;0.03467;0.02105;0.00349;0.02105
1.76;0.01254;0.00772;-0.00781;0.00772
1.77;0.07711;0.02579;-0.00099;0.02579
1.78;0.02485;0.00415;-0.00627;0.00415
1.79;0.10535;-0.02299;0.00294;-0.02299
1.80;0.0421;-0.00222;0.00727;-0.00222
1.81;0.08094;-0.01074;0.01872;-0.01074
1.82;0.0614;0.0075;0.00314;0.0075
1.83;0.08932;-0.00961;0.00192;-0.00961
1.84;0.033;0.00161;0.03467;0.00161
1.85;0.06278;0.01998;0.00962;0.01998
1.86;-0.03014;0.02813;-0.00359;0.02813
1.87;0.06592;0.03362;-0.0076;0.03362
1.88;0.03851;0.02343;0.00722;0.02343
1.89;-0.04317;0.02262;-0.00295;0.02262
1.90;0.00571;-0.00516;0.00991;-0.00516
1.91;0.05349;0.04103;0.00683;0.04103
1.92;0.01068;0.03546;0.00733;0.03546
1.93;0.05645;0.03563;-0.0031;0.03563
1.94;0.04473;0.02483;0.01601;0.02483
1.95;-0.00479;0.03706;0.0048;0.03706
1.96;-0.0307;0.0368;-0.0086;0.0368
1.97;0.02879;0.03203;0.00041;0.03203
