1.30;0.03295;0.10103;-0.0164;0.10103
1.31;0.00103;0.11237;0.08828;0.11237
1.32;0.01619;0.18381;0.06195;0.18381
1.33;0.01242;0.11383;0.04965;0.11383
1.34;0.0371;0.1246;0.06504;0.1246
1.35;-0.01291;0.03237;0.03642;0.03237
1.36;0.04777;0.00792;0.03986;0.00792
1.37;0.06825;0.03515;-0.01134;0.03515
1.38;-0.0099;0.07411;0.04244;0.07411
1.39;0.05024;0.13907;-0.00545;0.13907
1.40;0.0662;0.06727;0.02904;0.06727
1.41;0.00804;0.05954;0.02142;0.05954
1.42;0.02793;-0.00418;0.06591;-0.00418
1.43;0.03614;0.0522;0.02872;0.0522
1.44;0.06109;0.09655;0.0253;0.09655
1.45;0.07869;0.08796;0.04472;0.08796
1.46;0.04979;0.0619;0.03538;0.0619
1.47;0.00234;0.08118;-0.00767;0.08118
1.48;0.01922;0.0132;0.01057;0.0132
1.49;-0.02104;0.01135;0.01866;0.01135
1.50;0.04;0.02401;0.00592;0.02401
1.51;0.00099;0.02817;0.00356;0.02817
1.52;0.03068;0.03216;0.00289;0.03216
1.53;0.03971;0.03063;0.00211;0.03063
1.54;0.01808;0.05712;0.03168;0.05712
1.55;-0.00528;0.00415;0.00584;0.00415
1.56;0.01804;-0.00248;0.03946;-0.00248
1.57;0.01526;0.01624;0.02748;0.01624
1.58;-0.0119;0.02666;-0.00963;0.02666
1.59;-0.01964;0.02678;-0.00439;0.02678
1.60;-0.00098;0.03644;-0.0011;0.03644
1.61;-0.00079;0.02491;0.00502;0.02491
1.62;0.02204;0.04075;0.00831;0.04075
1.63;0.01172;0.02516;0.00065;0.02516
1.64;0.00004;0.01478;0.00188;0.01478
1.65;-0.00788;0.01436;-0.00525;0.01436
1.66;0.01552;0.03718;0.00358;0.03718
1.67;0.00922;0.0244;-0.00394;0.0244
1.68;0.01;0.02425;0.01288;0.02425
1.69;0.0193;0.0698;0.01023;0.0698
1.70;0.00817;0.05834;0.01421;0.05834
1.71;0.01343;0.0252;0.00784;0.0252
1.72;0.01572;0.00576;0.0204;0.00576
1.73;0.0107;0.01829;0.03133;0.01829
1.74;0.02476;0.01455;0.00461;0.01455
1.75;0.00922;0.02106;0.00344;0.02106
1.76;0.00911;0.01794;0.01911;0.01794
1.77;0.01089;0.01241;0.01096;0.01241
1.78;-0.00441;0.03426;0.01096;0.03426
1.79;0.01216;0.01651;0.01056;0.01651
1.80;0.00678;0.03373;0.01409;0.03373
1.81;0.01806;0.01662;0.02176;0.01662
1.82;-0.00032;0.05809;0.01093;0.05809
1.83;0.00747;0.01841;0.01224;0.01841
1.84;0.00499;0.01705;0.01545;0.01705
1.85;0.00109;0.02176;0.01749;0.02176
1.86;0.01509;0.01003;0.01546;0.01003
1.87;0.01343;0.02107;0.01361;0.02107
1.88;0.02727;0.00656;0.02207;0.00656
1.89;0.00076;0.0296;0.00186;0.0296
1.90;0.01983;0.01559;0.01881;0.01559
1.91;0.01444;0.01114;0.02152;0.01114
1.92;0.01148;0.00465;0.01174;0.00465
1.93;0.0095;0.01316;0.00402;0.01316
1.94;0.00441;0.00674;0.01189;0.00674
1.95;0.01291;0.01188;0.01129;0.01188
1.96;-0.00671;-0.01327;-0.00116;-0.01327
1.97;-0.00694;-0.00398;0.00031;-0.00398
1.98;0.01549;-0.00498;0.00742;-0.00498
1.99;0.00789;0.00708;0.00475;0.00708
2.00;0.01187;0.0078;0.00887;0.0078
2.01;0.0094;0.01004;0.00153;0.01004
2.02;0.01501;0.00035;0.00853;0.00035
2.03;0.00771;0.00749;0.00394;0.00749
2.04;0.01219;0.00755;0.00384;0.00755
2.05;0.00992;0.00905;0.00388;0.00905
2.06;0.00673;0.01109;0.01162;0.01109
2.07;0.00742;0.00366;0.00501;0.00366
2.08;0.00997;0.00144;0.00095;0.00144
2.09;0.00197;0.00889;0.00142;0.00889
2.10;-0.00073;0.01519;0.00104;0.01519
2.11;0.00267;0.00606;0.00177;0.00606
2.12;0.00515;-0.00003;0.00333;-0.00003
2.13;0.00409;-0.00256;0.00405;-0.00256
2.14;0.00018;0.00778;0.00745;0.00778
2.15;0.00352;0.00277;0.00343;0.00277
2.16;0.0067;0.00216;0.00259;0.00216
2.17;0.00819;-0.00348;0.00153;-0.00348
2.18;0.0035;0.002;0.01041;0.002
2.19;-0.00155;0.00785;-0.00293;0.00785
2.20;0.00257;0.01474;-0.0007;0.01474
2.21;0.00527;0.01724;0.00047;0.01724
2.22;0.00382;0.01419;0.00522;0.01419
2.23;-0.00019;0.01185;0.00489;0.01185
2.24;-0.00058;0.01321;-0.00185;0.01321
2.25;0.00045;0.01038;0.00301;0.01038
