,KOIS,host_star,KOIP,Kepname,star_mass,star_radius,CDPP_6h,b,planet_period,planet_radius,e_Rp,T,RpAvg,Prat,Delta
422,K00864, 6849310,K00864.01,Kepler-244 b ,0.933,0.912,156.037,0.4187,4.311779906,3.25651998359,0.264924825768,1027.94628272,0.0,0.0,0.0
423,K00864, 6849310,K00864.03,Kepler-244 c ,0.933,0.912,156.037,0.3397,9.76734365,2.26915985673,0.204612471322,783.288773513,2.76283992016,2.26526953206,21.6479643026
424,K00864, 6849310,K00864.02,Kepler-244 d ,0.933,0.912,156.037,0.8352,20.05040157,3.15325064791,0.327554247035,616.796455827,2.71120525232,2.05279984902,19.2482852362
425,K00869, 6948054,K00869.04,Kepler-245 e ,0.852,0.805,193.522,0.0676,3.219821056,1.76793391381,0.15112414615,1004.1408231,0.0,0.0,0.0
426,K00869, 6948054,K00869.01,Kepler-245 b ,0.852,0.805,193.522,0.0643,7.49017229,2.73944506342,0.224941475943,757.326713,2.25368948862,2.32626973976,23.0598486394
427,K00869, 6948054,K00869.02,Kepler-245 d ,0.852,0.805,193.522,0.1148,36.27594657,3.22030631227,0.262790532305,448.050054913,2.77573759043,2.07755871599,18.8510282
428,K00869, 6948054,K00869.03,Kepler-245 c ,0.852,0.805,193.522,0.1153,17.46085263,2.33116886859,0.203601043209,570.967133853,2.53530696601,2.33116835688,22.2807036226
429,K00870, 6949607,K00870.02,Kepler-28 c  ,0.744,0.718,142.385,0.801,8.98584768,2.43069915722,0.253574112436,631.26063816,2.421664005,1.51986466591,10.8918349089
430,K00870, 6949607,K00870.01,Kepler-28 b  ,0.744,0.718,142.385,0.6052,5.912268297,2.41262885278,0.212972553407,725.470743528,0.0,0.0,0.0
431,K00872, 7109675,K00872.02,Kepler-46 d  ,0.867,0.832,173.064,0.5891,6.76652078,1.93382762882,0.25802578065,803.539087694,0.0,0.0,0.0
432,K00872, 7109675,K00872.01,Kepler-46 b  ,0.867,0.832,173.064,0.7084,33.60122066,7.90665331783,0.637456657485,471.018741171,4.92024047333,4.96580469528,25.6090361738
433,K00874, 7134976,K00874.02,Kepler-246 c ,0.855,0.824,138.105,0.4033,11.18714042,1.57900005704,0.141078714652,667.781794583,1.99280229346,2.43102686884,25.1823459081
434,K00874, 7134976,K00874.01,Kepler-246 b ,0.855,0.824,138.105,0.5619,4.601816855,2.40660452988,0.25575573647,899.329161781,0.0,0.0,0.0
435,K00880, 7366258,K00880.04,Kepler-82 d  ,0.911,0.995,129.686,0.1437,2.382952186,1.90082856289,0.170166733245,1290.44724489,0.0,0.0,0.0
436,K00880, 7366258,K00880.03,Kepler-82 e  ,0.911,0.995,129.686,0.0075,5.902246921,2.73413296687,0.242759370847,953.521616221,2.31748076488,2.47686334442,25.0113182434
437,K00880, 7366258,K00880.02,Kepler-82 c  ,0.911,0.995,129.686,0.6486,51.53998542,6.54572581117,0.585425291052,463.222956534,5.79017065396,1.94899766992,11.6185130136
438,K00880, 7366258,K00880.01,Kepler-82 b  ,0.911,0.995,129.686,0.8404,26.44435456,5.03461549674,0.527933392281,578.345408131,3.88437423181,4.48038770894,30.5388812607
439,K00881, 7373451,K00881.01,Kepler-712 b ,0.858,1.94,205.227,0.0064,21.02247699,8.41166400154,0.29333903822,803.34380789,0.0,0.0,0.0
440,K00881, 7373451,K00881.02,Kepler-712 c ,0.858,1.94,205.227,0.7281,226.89047,2.0507688074,0.02389703176,362.985243034,0.2312164045,10.7927562536,23.6825787913
441,K00884, 7434875,K00884.02,Kepler-247 d ,0.861,0.856,144.574,0.8596,20.47735749,5.39180962957,0.594359812181,553.049978032,5.04365806285,2.16933550779,14.4053996222
442,K00884, 7434875,K00884.01,Kepler-247 c ,0.861,0.856,144.574,0.1676,9.439460801,4.69550649612,0.380688569985,715.407717939,3.23797060566,2.82946847218,23.0920277288
443,K00884, 7434875,K00884.03,Kepler-247 b ,0.861,0.856,144.574,0.0378,3.336125104,1.78043471519,0.152959672619,1011.96187282,0.0,0.0,0.0
444,K00892, 7678434,K00892.01,Kepler-716 b ,0.809,0.767,178.845,0.505,10.37168453,2.84173176027,0.302024504979,663.923068861,2.11973694893,2.61254860273,26.2029638451
445,K00892, 7678434,K00892.02,             ,0.809,0.767,178.845,0.115,3.96994893,1.3977421376,0.133968450947,914.7033597,0.0,0.0,0.0
446,K00896, 7825899,K00896.02,Kepler-248 b ,0.999,2.09,171.6,0.4164,6.308203234,7.88647498153,0.16887294914,1227.36463131,0.0,0.0,0.0
447,K00896, 7825899,K00896.03,             ,0.999,2.09,171.6,0.2521,28.867136,3.69191557556,0.562018538529,738.948294243,7.11657200968,1.7775913305,7.92876737936
448,K00896, 7825899,K00896.01,Kepler-248 c ,0.999,2.09,171.6,0.0466,16.23946714,0.5412284438,0.50801074438,895.162776344,9.21385171267,2.57434114559,11.6609532067
449,K00906, 8226994,K00906.02,Kepler-250 d ,0.807,0.778,169.216,0.0816,17.64830992,2.17608252388,0.195567210392,553.91307176,2.26699893438,2.46594374564,24.0635747999
450,K00906, 8226994,K00906.01,Kepler-250 c ,0.807,0.778,169.216,0.2683,7.15681773,2.35791534488,0.20233661269,748.97166802,1.7450767719,1.72532957431,17.0134674908
451,K00906, 8226994,K00906.03,Kepler-250 b ,0.807,0.778,169.216,0.5212,4.14808732,1.13223819893,0.109799335252,898.126114502,0.0,0.0,0.0
452,K00907, 8247638,K00907.01,Kepler-251 c ,0.893,0.915,138.594,0.1148,16.5141282,3.05674164319,0.251208583409,661.960132346,2.29686976607,3.4469657883,33.2254667912
453,K00907, 8247638,K00907.02,Kepler-251 d ,0.893,0.915,138.594,0.8542,30.1329303,3.61240784041,0.376296373571,542.24630877,3.3345747418,1.82467581304,14.941757602
454,K00907, 8247638,K00907.03,Kepler-251 b ,0.893,0.915,138.594,0.0148,4.79091735,1.53699788896,0.133580005158,1001.13868226,0.0,0.0,0.0
455,K00907, 8247638,K00907.04,Kepler-251 e ,0.893,0.915,138.594,0.6694,99.6409653,3.2902796379,0.465129590889,363.862789903,3.45134373915,3.30671342973,28.3525742187
456,K00921, 8689373,K00921.01,Kepler-253 c ,0.843,0.816,163.988,0.2464,10.28192877,2.79682322783,0.234430045523,684.906209485,2.27031779294,2.71718725577,26.8814769758
457,K00921, 8689373,K00921.02,Kepler-253 d ,0.843,0.816,163.988,0.4995,18.11989364,3.25793382952,0.409368426697,566.876842998,3.02737852868,1.7623049182,14.2824280636
458,K00921, 8689373,K00921.03,Kepler-253 b ,0.843,0.816,163.988,0.0963,3.78403393,1.74381235806,0.151836999363,955.273574603,0.0,0.0,0.0
459,K00934, 9334289,K00934.02,Kepler-254 c ,0.879,0.879,227.848,0.072,12.41217869,2.26075562652,0.19281059246,717.132805015,2.95810717468,2.1302393493,19.2902434781
460,K00934, 9334289,K00934.03,Kepler-254 d ,0.879,0.879,227.848,0.4289,18.74653971,2.58521704426,0.220072874731,625.678822045,2.42298633539,1.51033434002,11.3332270776
461,K00934, 9334289,K00934.01,Kepler-254 b ,0.879,0.879,227.848,0.286,5.826659194,3.65545872285,0.292681512728,923.908421367,0.0,0.0,0.0
462,K00935, 9347899,K00935.02,Kepler-31 c  ,1.121,1.42,130.286,0.3246,42.63416177,6.09792513138,0.909614632166,642.611274807,6.2820199402,2.04380283387,12.6866121607
463,K00935, 9347899,K00935.04,             ,1.121,1.42,130.286,0.0832,9.61730282,2.13991183642,0.334703547234,1055.95860324,0.0,0.0,0.0
464,K00935, 9347899,K00935.03,Kepler-31 d  ,1.121,1.42,130.286,0.4795,87.6475334,4.96683085709,0.745039098377,505.939489084,5.53237799424,2.0558052454,13.8463144999
465,K00935, 9347899,K00935.01,Kepler-31 b  ,1.121,1.42,130.286,0.048,20.86021267,6.46611474902,0.961765389426,816.077050283,4.30301329272,2.16902941089,16.040190716
466,K00939, 9466668,K00939.02,Kepler-256 d ,1.004,1.15,123.473,0.2338,5.83908991,1.9670063715,0.224710265871,1052.44103388,2.04117812857,1.72345616297,16.435283335
467,K00939, 9466668,K00939.04,Kepler-256 e ,1.004,1.15,123.473,0.2621,10.68167916,2.14751036052,0.248824714506,859.657901639,2.05725836601,1.8293397301,18.1485438172
468,K00939, 9466668,K00939.03,Kepler-256 b ,1.004,1.15,123.473,0.74,1.620467836,1.62234948199,0.245796360178,1614.01387898,0.0,0.0,0.0
469,K00939, 9466668,K00939.01,Kepler-256 c ,1.004,1.15,123.473,0.6725,3.388011854,2.11534988565,0.319945950738,1260.38065739,1.86884968382,2.09076155585,22.7067663067
470,K00941, 9480189,K00941.02,Kepler-257 b ,0.884,0.912,179.537,0.1489,2.382652169,2.50379475292,0.211325533254,1176.75792811,0.0,0.0,0.0
471,K00941, 9480189,K00941.03,Kepler-257 d ,0.884,0.912,179.537,0.8222,24.66459711,5.30015839967,0.562159834606,540.4492095,4.88700866401,3.74757675321,24.294434525
472,K00941, 9480189,K00941.01,Kepler-257 c ,0.884,0.912,179.537,0.2484,6.581478842,4.47385892834,0.365157979926,838.901932655,3.48882684063,2.76224911367,22.6857754069
473,K00954, 9823457,K00954.01,Kepler-259 b ,0.894,0.894,122.302,0.518,8.11529219,2.69453202775,0.258077758105,832.559781845,0.0,0.0,0.0
474,K00954, 9823457,K00954.02,Kepler-259 c ,0.894,0.894,122.302,0.074,36.9249531,2.73151165597,0.224957728787,502.271292956,2.71302184186,4.55004604092,37.5983359398
475,K00986, 2854698,K00986.02,Kepler-260 c ,0.997,0.971,109.442,0.0173,76.0510651,1.88215822657,0.171764711551,406.557340523,2.16147803043,9.2887807915,56.6433485755
476,K00986, 2854698,K00986.01,Kepler-260 b ,0.997,0.971,109.442,0.6542,8.1874109,2.44079783428,0.216578714824,854.23730295,0.0,0.0,0.0
477,K00988, 2302548,K00988.01,Kepler-261 b ,0.855,0.805,96.407,0.1409,10.38123451,2.32021458311,0.190904210833,681.462259587,0.0,0.0,0.0
478,K00988, 2302548,K00988.02,Kepler-261 c ,0.855,0.805,96.407,0.333,24.57081569,2.18724221965,0.184251579357,511.277314303,2.25372840138,2.36684911282,23.5282499171
479,K00993, 1718189,K00993.01,Kepler-262 c ,0.839,0.816,89.573,0.0383,21.8536791,1.62360337513,0.139872338215,581.92147576,1.5016797125,1.67323092899,16.2973377121
480,K00993, 1718189,K00993.02,Kepler-262 b ,0.839,0.816,89.573,0.666,13.06076688,1.37975604987,0.292077671352,690.885305874,0.0,0.0,0.0
481,K00999, 2165002,K00999.02,Kepler-263 c ,0.814,0.772,263.981,0.1809,47.3330262,2.37111112162,0.220433745316,405.142060158,2.57351070339,2.85688412868,26.7458864243
482,K00999, 2165002,K00999.01,Kepler-263 b ,0.814,0.772,263.981,0.2835,16.56805949,2.77591028516,0.231646087419,574.783732668,0.0,0.0,0.0
483,K01001, 1871056,K01001.02,Kepler-264 c ,1.329,1.69,51.873,0.6595,140.10394,2.90540110297,0.589772454964,473.284802871,3.15689245418,3.43334371705,34.2125169338
484,K01001, 1871056,K01001.01,Kepler-264 b ,1.329,1.69,51.873,0.8578,40.8068494,3.40838380539,0.598335458098,713.483584943,0.0,0.0,0.0
485,K01015, 8158127,K01015.01,Kepler-750 b ,1.063,1.35,89.573,0.0221,9.42887179,3.41672547442,0.539748656122,1021.27225269,2.61972846223,2.30591693369,23.4734150601
486,K01015, 8158127,K01015.02,Kepler-750 c ,1.063,1.35,89.573,0.2601,4.08899022,1.82273145004,0.292912921335,1348.16781299,0.0,0.0,0.0
487,K01015, 8158127,K01015.03,             ,1.063,1.35,89.573,0.0494,16.9974474,2.20531019924,0.365105226905,840.280705483,2.81101783683,1.80270214492,16.3891569588
488,K01052, 5956342,K01052.03,Kepler-265 e ,0.987,1.047,154.673,0.2798,67.8318309,2.50445289938,0.241228611182,465.759014252,2.42308234263,1.57270020505,12.9058520947
489,K01052, 5956342,K01052.02,Kepler-265 b ,0.987,1.047,154.673,0.4391,6.84619299,1.76555638652,0.170273899899,1000.14641015,0.0,0.0,0.0
490,K01052, 5956342,K01052.01,Kepler-265 c ,0.987,1.047,154.673,0.0168,17.02902105,2.56442283386,0.237743609834,738.010408818,2.16498961019,2.4873708753,26.3693807996
491,K01052, 5956342,K01052.04,Kepler-265 d ,0.987,1.047,154.673,0.1955,43.1308082,2.34171178588,0.243226699144,541.41322776,2.45306730987,2.53278259938,25.8443088192
492,K01060, 5880320,K01060.02,Kepler-758 c ,1.113,1.128,98.652,0.6614,4.75793986,1.37989593236,0.122601438461,1243.27896786,0.0,0.0,0.0
493,K01060, 5880320,K01060.01,Kepler-758 b ,1.113,1.128,98.652,0.3465,12.1097104,1.9480470821,0.165013269148,910.438281965,1.58896840396,1.47797057802,13.8621737347
494,K01060, 5880320,K01060.03,Kepler-758 d ,1.113,1.128,98.652,0.0317,20.4966197,1.67758189135,0.150317573678,765.140611413,1.81281448672,1.69257719821,17.0599800105
495,K01060, 5880320,K01060.04,Kepler-758 e ,1.113,1.128,98.652,0.4116,8.1934719,1.22988972582,0.117020240665,1037.20725698,1.30489282909,1.72206293923,20.8957715137
496,K01069, 8222813,K01069.02,Kepler-760 c ,0.902,0.92,115.614,0.2201,2.46697439,1.64840285277,0.145251302068,1192.23982808,0.0,0.0,0.0
497,K01069, 8222813,K01069.01,Kepler-760 b ,0.902,0.92,115.614,0.6356,8.70419416,3.29757028491,0.283620236347,783.439338169,2.47298656884,3.5282871988,33.1096497765
498,K01089, 3247268,K01089.01,Kepler-418 b ,1.059,1.125,125.091,0.3146,86.67855186,0.6629604204,0.12154630428,437.581982594,7.8903758214,7.09417086925,23.7743708575
499,K01089, 3247268,K01089.02,             ,1.059,1.125,125.091,0.5226,12.218278,5.1177912224,0.611946371669,840.760749693,0.0,0.0,0.0
500,K01102, 3231341,K01102.03,Kepler-24 e  ,1.124,1.47,153.164,0.1683,18.99850923,3.18522954997,0.471995244355,845.265190062,2.67715152194,4.4761605216,40.3898487861
501,K01102, 3231341,K01102.04,Kepler-24 d  ,1.124,1.47,153.164,0.5811,4.24437621,2.16907349392,0.324422656519,1394.16904597,0.0,0.0,0.0
502,K01113, 2854914,K01113.02,Kepler-268 c ,1.137,1.27,64.555,0.0056,83.4463335,2.82528083017,0.380360336473,484.456387447,2.72920636157,3.2176338641,32.3520720811
503,K01113, 2854914,K01113.01,Kepler-268 b ,1.137,1.27,64.555,0.1439,25.9340674,2.63313189297,0.349730582492,715.116284016,0.0,0.0,0.0
504,K01127, 6359320,K01127.02,Kepler-269 c ,1.127,1.56,218.155,0.1932,8.12810877,2.73888160176,0.390525214045,1079.61236914,3.4432955083,1.5259176393,10.7931233418
505,K01127, 6359320,K01127.01,Kepler-269 b ,1.127,1.56,218.155,0.3029,5.32670215,4.14770941484,0.565517445079,1242.2091472,3.1137935963,1.87778195274,16.4345276276
506,K01127, 6359320,K01127.03,             ,1.127,1.56,218.155,0.2728,2.83669898,2.07987777776,0.302841627213,1533.07397889,0.0,0.0,0.0
507,K01148, 8410727,K01148.02,Kepler-270 c ,1.173,1.3,67.297,0.6807,25.2630268,1.4973477974,0.195836124072,727.795396355,1.66487754868,2.20135968998,25.7837178616
508,K01148, 8410727,K01148.01,Kepler-270 b ,1.173,1.3,67.297,0.3027,11.4761013,1.83240729995,0.230258122782,945.887789994,0.0,0.0,0.0
509,K01151, 8280511,K01151.04,             ,0.856,0.86,45.296,0.0267,17.4532952,0.780492733141,0.0752642222729,632.797120902,1.02216528613,1.67249599073,22.6234230117
510,K01151, 8280511,K01151.05,             ,0.856,0.86,45.296,0.4476,21.7202824,0.837609591869,0.0871007360103,587.955828336,0.809051162505,1.24448032025,13.8418030866
511,K01151, 8280511,K01151.01,Kepler-271 b ,0.856,0.86,45.296,0.1646,10.43547805,1.26383783912,0.106413491723,751.041368344,1.1241762235,1.40813269854,14.2345550045
512,K01151, 8280511,K01151.03,Kepler-271 d ,0.856,0.86,45.296,0.1669,5.24972541,0.677416240859,0.0649637413534,944.511186523,0.0,0.0,0.0
513,K01151, 8280511,K01151.02,Kepler-271 c ,0.856,0.86,45.296,0.3484,7.41086267,0.984514607884,0.0850643143256,841.931839909,0.830965424371,1.41166672373,20.0758635236
514,K01161,10426656,K01161.03,Kepler-272 b ,0.895,0.951,107.799,0.1475,2.9713641,1.49238049544,0.133457252836,1185.42009096,0.0,0.0,0.0
515,K01161,10426656,K01161.02,Kepler-272 d ,0.895,0.951,107.799,0.2106,10.93730071,1.96529343984,0.180159382538,767.269242359,1.91800337936,1.80563803154,17.4824590941
516,K01161,10426656,K01161.01,Kepler-272 c ,0.895,0.951,107.799,0.0654,6.05730524,1.87071331887,0.16530281881,934.31661664,1.68154690715,2.03856041742,21.3418924717
517,K01163,10468940,K01163.01,Kepler-273 b ,0.774,0.753,118.384,0.1136,2.936526966,1.42940756178,0.121637055786,1039.81289102,0.0,0.0,0.0
518,K01163,10468940,K01163.02,Kepler-273 c ,0.774,0.753,118.384,0.6072,8.01494715,1.5126123829,0.193698990634,743.584078083,1.47100997234,2.72939674752,29.878447097
519,K01165,10337517,K01165.02,Kepler-783 b ,0.877,0.887,68.44,0.6565,4.29264638,0.739514028816,0.0716286007844,1004.9333612,0.0,0.0,0.0
520,K01165,10337517,K01165.01,             ,0.877,0.887,68.44,0.1945,7.053936122,2.03161253034,0.166368406379,851.159525325,1.38556327958,1.64326047327,17.7102871577
521,K01175,10350571,K01175.02,             ,1.197,2.07,58.132,0.7186,17.1570874,2.34003236771,0.46388994677,963.908499167,0.0,0.0,0.0
522,K01175,10350571,K01175.01,Kepler-784 b ,1.197,2.07,58.132,0.3435,31.5922646,2.58739039453,0.376080960329,784.478491144,2.46371138112,1.84135359711,18.4050126811
523,K01196, 3348082,K01196.02,Kepler-274 b ,0.946,1.26,149.852,0.3513,11.634864,2.25431747624,0.373476739489,896.888847008,0.0,0.0,0.0
524,K01196, 3348082,K01196.03,Kepler-274 c ,0.946,1.26,149.852,0.0429,33.1981054,2.43916323867,0.420923025165,632.238093117,2.34674035746,2.8533299057,28.883205461
525,K01198, 3447722,K01198.01,Kepler-275 c ,1.175,1.26,188.292,0.1373,16.08831829,3.2563280202,0.366150177091,842.909929287,2.73415951123,1.56187330831,13.0181603754
526,K01198, 3447722,K01198.02,Kepler-275 b ,1.175,1.26,188.292,0.4044,10.30065512,2.21199100226,0.259083513019,978.671514146,0.0,0.0,0.0
527,K01198, 3447722,K01198.03,Kepler-275 d ,1.175,1.26,188.292,0.5275,35.6756963,3.026267039,0.351824011069,646.921112153,3.1412975296,2.21749070704,21.8752320159
528,K01203, 3962243,K01203.01,Kepler-276 c ,0.885,0.861,175.347,0.3966,31.8841569,2.64552706603,0.228175410031,536.064759291,2.42970797226,2.25673236029,22.0162305525
529,K01203, 3962243,K01203.02,Kepler-276 b ,0.885,0.861,175.347,0.3144,14.12846178,2.21388887849,0.191792346825,702.330466511,0.0,0.0,0.0
530,K01203, 3962243,K01203.03,Kepler-276 d ,0.885,0.861,175.347,0.3058,48.6476601,2.15429417258,0.213787707786,465.438554641,2.3999106193,1.52576278722,11.6983752605
531,K01215, 3939150,K01215.02,Kepler-277 c ,1.245,1.74,47.055,0.0753,33.0063025,2.86628966106,0.426450427595,757.584884959,2.95099328681,1.90521668825,18.6152687055
532,K01215, 3939150,K01215.01,Kepler-277 b ,1.245,1.74,47.055,0.8095,17.32417247,3.03569691256,0.478134162043,939.697637227,0.0,0.0,0.0
533,K01221, 3640905,K01221.01,Kepler-278 b ,1.433,3.3,47.102,0.7543,30.159863,4.73290153586,0.737581899394,866.463586633,0.0,0.0,0.0
534,K01221, 3640905,K01221.02,Kepler-278 c ,1.433,3.3,47.102,0.4711,51.075756,3.77094820998,0.55880440286,726.881696079,4.25192487292,1.6935009287,13.2865841719
535,K01239, 6607286,K01239.01,             ,0.971,1.05,112.192,0.1573,0.783276166,1.77248940618,0.1711232908,2022.04378153,0.0,0.0,0.0
536,K01239, 6607286,K01239.02,             ,0.971,1.05,112.192,0.2331,3.17405968,1.81883773802,0.177312176273,1270.92394616,1.7956635721,4.05228681502,41.0180484977
537,K01240, 6690082,K01240.02,Kepler-280 c ,0.941,1.063,77.488,0.2644,4.807099588,2.28621664489,0.250519009333,1077.46493879,2.01944129167,2.24677384367,23.7028103845
538,K01240, 6690082,K01240.01,Kepler-280 b ,0.941,1.063,77.488,0.055,2.139556503,1.75266593844,0.186492913234,1409.75718661,0.0,0.0,0.0
539,K01276, 8804283,K01276.01,             ,0.924,1.005,87.929,0.1247,22.79021423,2.55604244972,0.253688544167,619.701962915,2.01268221427,1.71860977221,15.7981546775
540,K01276, 8804283,K01276.02,             ,0.924,1.005,87.929,0.6103,13.26084292,1.46932197882,0.154351413446,741.882036733,0.0,0.0,0.0
541,K01278, 8609450,K01278.01,Kepler-282 d ,0.89,1.055,112.029,0.1259,24.80568031,2.73423327493,0.298976291634,640.078801507,2.09414447048,1.81866159635,17.0278509581
542,K01278, 8609450,K01278.02,Kepler-282 e ,0.89,1.055,112.029,0.092,44.3470995,3.07623769962,0.330869685099,527.009133051,2.90523548728,1.78778001433,15.0668922463
543,K01278, 8609450,K01278.04,Kepler-282 c ,0.89,1.055,112.029,0.5004,13.639525,1.45405566604,0.171573782674,781.298774942,1.34698005107,1.47923058113,13.4672682809
544,K01278, 8609450,K01278.03,Kepler-282 b ,0.89,1.055,112.029,0.1747,9.2206889,1.2399044361,0.148856694465,889.639756827,0.0,0.0,0.0
545,K01279, 8628758,K01279.02,Kepler-804 c ,0.967,1.11,52.452,0.7707,9.65185017,1.25639445063,0.203099787499,894.975189149,0.0,0.0,0.0
546,K01279, 8628758,K01279.01,Kepler-804 b ,0.967,1.11,52.452,0.0243,14.37457351,2.04648363838,0.239924727097,784.061925909,1.65143904451,1.48930756869,13.2317989159
547,K01301,10538176,K01301.02,Kepler-284 c ,0.782,0.76,177.662,0.6545,37.5140693,2.56197355086,0.451953694815,446.099396092,2.40178599646,2.95408936334,27.749344316
548,K01301,10538176,K01301.01,Kepler-284 b ,0.782,0.76,177.662,0.413,12.69902995,2.24159844206,0.194537329185,640.818044865,0.0,0.0,0.0
549,K01305,10730034,K01305.01,Kepler-285 b ,0.901,0.861,156.591,0.1869,2.633857233,1.50240859888,0.129927339493,1141.24811682,0.0,0.0,0.0
550,K01305,10730034,K01305.02,Kepler-285 c ,0.901,0.861,156.591,0.126,6.18666218,1.19132297721,0.114102607917,858.298362343,1.34686578804,2.34889807332,29.5903117703
551,K01306,10858691,K01306.02,Kepler-286 c ,0.847,0.892,143.687,0.1415,3.46808239,1.44851087164,0.127884297614,1125.53441503,1.39945350561,1.93065484789,21.1487470988
552,K01306,10858691,K01306.04,Kepler-286 e ,0.847,0.892,143.687,0.2,29.2215101,1.75748640466,0.168363192823,552.197449823,1.60221286314,4.94083340725,45.013817532
553,K01306,10858691,K01306.03,Kepler-286 d ,0.847,0.892,143.687,0.3214,5.91428767,1.44693932162,0.132650410806,940.021169848,1.44772509663,1.70534808719,16.6076286702
554,K01306,10858691,K01306.01,Kepler-286 b ,0.847,0.892,143.687,0.2316,1.796324389,1.35039613958,0.1212334217,1399.50326618,0.0,0.0,0.0
555,K01332, 4455231,K01332.01,Kepler-288 c ,0.883,1.005,134.388,0.1287,19.30577159,2.84650793467,0.294308570235,684.738348595,2.19660783872,3.16617505065,31.4529766457
556,K01332, 4455231,K01332.02,Kepler-288 b ,0.883,1.005,134.388,0.1768,6.09750607,1.54670774277,0.170053257469,1006.53706794,0.0,0.0,0.0
557,K01353, 7303287,K01353.02,Kepler-289 b ,1.081,1.027,102.44,0.1736,34.5438464,2.18863362767,0.190302759984,579.427233387,0.0,0.0,0.0
558,K01353, 7303287,K01353.01,Kepler-289 c ,1.081,1.027,102.44,0.2243,125.86543389,1.674217628,0.928004382549,376.848472062,6.93142562783,3.64364270361,17.6157302345
559,K01360, 7102227,K01360.02,Kepler-290 b ,0.777,0.741,171.538,0.1002,14.58932462,2.12745588189,0.189110568505,574.910156738,1.49794095939,19.0954729524,76.0202536658
560,K01360, 7102227,K01360.01,Kepler-290 c ,0.777,0.741,171.538,0.8658,36.7704731,3.34663559005,0.413396714561,422.41704413,2.73704573597,2.52036842402,22.9540658789
561,K01360, 7102227,K01360.03,             ,0.777,0.741,171.538,0.2637,0.764020072,0.868426036881,0.0884127075195,1535.81340702,0.0,0.0,0.0
562,K01363, 6936909,K01363.02,Kepler-291 c ,1.013,1.26,189.458,0.0224,5.70071153,2.46138172149,0.330747471533,1113.77891931,2.61625246296,1.60740353961,13.3338818413
563,K01363, 6936909,K01363.01,Kepler-291 b ,1.013,1.26,189.458,0.1609,3.54653414,2.77112320443,0.359816824399,1304.77414444,0.0,0.0,0.0
564,K01364, 6962977,K01364.01,Kepler-292 f ,0.85,0.867,205.204,0.6055,20.8342947,2.77894456107,0.333970976616,574.80710052,2.7389786597,1.73926073031,14.4189760905
565,K01364, 6962977,K01364.05,Kepler-292 b ,0.85,0.867,205.204,0.5077,2.58082149,1.55891693828,0.142078765043,1154.10138125,0.0,0.0,0.0
566,K01364, 6962977,K01364.03,Kepler-292 e ,0.85,0.867,205.204,0.7932,11.978822,2.69901275833,0.357011799986,691.352891525,2.56696639583,1.69775895464,14.1099099542
567,K01364, 6962977,K01364.02,Kepler-292 d ,0.85,0.867,205.204,0.0355,7.0556671,2.43492003332,0.208118208363,825.379397157,2.06204016961,1.89900541654,18.1881610347
568,K01364, 6962977,K01364.04,Kepler-292 c ,0.85,0.867,205.204,0.2143,3.71545391,1.68916030591,0.151568817052,1021.40599713,1.6240386221,1.4396400233,11.2362638572
569,K01366, 6932987,K01366.02,Kepler-293 c ,0.932,0.911,162.691,0.8966,54.1561078,3.67809806194,0.412185049415,440.81887261,3.28915036102,2.81271208879,25.560365678
570,K01366, 6932987,K01366.01,Kepler-293 b ,0.932,0.911,162.691,0.124,19.25405306,2.90020266009,0.24071077149,622.522152419,0.0,0.0,0.0
571,K01396, 9455556,K01396.01,Kepler-294 c ,0.943,0.92,228.761,0.3181,6.62643626,2.73831673933,0.229911608693,895.882858912,2.24409375621,1.79034573396,16.6992647716
572,K01396, 9455556,K01396.02,Kepler-294 b ,0.943,0.92,228.761,0.1047,3.70120482,1.7498707731,0.152382716387,1087.59187461,0.0,0.0,0.0
573,K01413, 9006449,K01413.02,Kepler-295 c ,0.946,2.23,76.023,0.168,21.5262569,3.00450651924,0.532445415767,897.133451685,3.31468619373,1.70234718261,13.5852678625
574,K01413, 9006449,K01413.01,Kepler-295 b ,0.946,2.23,76.023,0.865,12.6450451,3.62486586822,0.674202582818,1070.54572069,0.0,0.0,0.0
575,K01426,11122894,K01426.02,Kepler-297 c ,0.94,0.929,82.921,0.8133,74.92771752,6.74179528506,0.549213938102,414.365825196,4.85088616461,1.92772816291,12.4090572042
576,K01426,11122894,K01426.01,Kepler-297 b ,0.94,0.929,82.921,0.032,38.86840425,2.95997704417,0.24410816909,515.997971554,0.0,0.0,0.0
577,K01432,11014932,K01432.01,Kepler-299 c ,0.985,1.093,120.461,0.6453,6.88595559,2.34012486035,0.37554479018,986.520807833,1.89546795329,2.35239099352,25.6341376747
578,K01432,11014932,K01432.04,Kepler-299 e ,0.985,1.093,120.461,0.2531,38.2856338,2.03082470416,0.234016057785,556.117567628,2.04679054919,2.54307321135,27.4090394534
579,K01432,11014932,K01432.03,Kepler-299 b ,0.985,1.093,120.461,0.3645,2.92721559,1.45081104622,0.16683226854,1311.54654454,0.0,0.0,0.0
580,K01432,11014932,K01432.02,Kepler-299 d ,0.985,1.093,120.461,0.7615,15.0548689,2.06275639423,0.325788744536,760.031796487,2.20144062729,2.18631513132,22.6669283727
581,K01436,11389771,K01436.02,Kepler-301 d ,0.997,1.009,111.964,0.6737,13.75134642,2.23720727398,0.292239702126,747.666283776,1.91330377304,2.53758158409,28.0549795586
