,KOIS,host_star,KOIP,Kepname,star_mass,star_radius,CDPP_6h,b,planet_period,planet_radius,e_Rp,T,RpAvg,Prat,Delta
103,K00266, 7375348,K00266.01,Kepler-508 b ,1.109,1.173,20.419,0.7101,25.30889748,1.56377141815,0.167073231334,703.050932155,0.0,0.0,0.0
104,K00271, 9451706,K00271.01,Kepler-127 d ,1.235,1.41,25.554,0.1662,48.63038976,2.6340234899,0.379331692485,606.037760049,2.56984072679,1.65447362807,15.1744458065
105,K00271, 9451706,K00271.03,Kepler-127 b ,1.235,1.41,25.554,0.4265,14.43594397,1.51761919113,0.220796106959,908.656365981,0.0,0.0,0.0
106,K00271, 9451706,K00271.02,Kepler-127 c ,1.235,1.41,25.554,0.1544,29.39326982,2.50565796368,0.360739683669,717.278184632,2.0116385774,2.03611692322,22.9617876869
107,K00274, 8077137,K00274.02,Kepler-128 c ,1.168,1.58,23.749,0.6427,22.8029808,1.34029634258,0.246276190186,828.159467479,1.35116159283,1.51117181175,15.6329168355
108,K00274, 8077137,K00274.01,Kepler-128 b ,1.168,1.58,23.749,0.0212,15.08960174,1.36202684307,0.194463803794,950.006777119,0.0,0.0,0.0
109,K00275,10586004,K00275.01,Kepler-129 b ,1.218,1.71,27.444,0.1588,15.79193725,2.39432513098,0.31681557773,924.168203946,0.0,0.0,0.0
110,K00275,10586004,K00275.02,Kepler-129 c ,1.218,1.71,27.444,0.0213,82.2000105,2.49617502286,0.331360747043,532.331807788,2.44525007692,5.20518852112,46.2116394035
111,K00277,11401755,K00277.02,Kepler-36 b  ,1.049,1.4,26.807,0.2177,13.84984283,1.26954679136,0.226838955216,920.196104419,0.0,0.0,0.0
112,K00277,11401755,K00277.01,Kepler-36 c  ,1.049,1.4,26.807,0.7139,16.23192004,3.38400201076,0.600877946573,872.624595069,2.32677440106,1.17199308608,4.86022810427
113,K00279,12314973,K00279.01,Kepler-450 b ,1.271,1.45,36.899,0.0243,28.45492088,5.47707176097,0.745143578275,752.273127344,3.8891329433,1.84615340697,14.470630309
114,K00279,12314973,K00279.03,Kepler-450 d ,1.271,1.45,36.899,0.2641,7.5144704,0.819452760104,0.119203492425,1173.64720957,0.0,0.0,0.0
115,K00279,12314973,K00279.02,Kepler-450 c ,1.271,1.45,36.899,0.315,15.41308581,2.30119412562,0.314271144395,924.182494481,1.56032344286,2.05112070306,27.458487114
116,K00282, 5088536,K00282.01,Kepler-130 c ,0.971,1.082,22.841,0.1539,27.50867519,2.73402126808,0.270063053265,642.368831927,1.86128339408,3.25259028056,37.2400598719
117,K00282, 5088536,K00282.02,Kepler-130 b ,0.971,1.082,22.841,0.1952,8.45746707,0.988545520078,0.0998735568509,951.625981976,0.0,0.0,0.0
118,K00282, 5088536,K00282.03,Kepler-130 d ,0.971,1.082,22.841,0.2642,87.5174361,1.31130385347,0.147092311327,437.063929782,2.02266256078,3.18144859742,34.174831959
119,K00283, 5695396,K00283.01,Kepler-131 b ,1.045,1.052,27.138,0.0097,16.09197176,2.16980153037,0.18824871214,734.924857994,0.0,0.0,0.0
120,K00283, 5695396,K00283.02,Kepler-131 c ,1.045,1.052,27.138,0.4658,25.5170646,0.848786766291,0.0799982221932,631.11673987,1.50929414833,1.58570155234,16.9270041815
121,K00285, 6196457,K00285.02,Kepler-92 c  ,1.221,1.65,27.472,0.2118,26.72320599,2.29151310236,0.348617496023,778.841339346,2.8779035569,1.94367180201,19.1516109593
122,K00285, 6196457,K00285.01,Kepler-92 b  ,1.221,1.65,27.472,0.5642,13.7488263,3.46429401144,0.522984358238,972.355374174,0.0,0.0,0.0
123,K00285, 6196457,K00285.03,Kepler-92 d  ,1.221,1.65,27.472,0.16,49.3568849,1.93013353095,0.290692521193,634.942748003,2.11082331665,1.84696719841,19.5007718304
124,K00295,11547513,K00295.02,Kepler-134 c ,0.987,0.977,38.201,0.3244,10.10575303,1.04037384506,0.0909441194325,854.624404505,1.34389510288,1.90049379812,23.7670668817
125,K00295,11547513,K00295.01,Kepler-134 b ,0.987,0.977,38.201,0.159,5.317435416,1.64741636071,0.133464736983,1058.56560209,0.0,0.0,0.0
126,K00301, 3642289,K00301.02,Kepler-135 c ,1.119,1.47,34.055,0.2881,11.4485946,1.29357742901,0.215497802429,1000.8382418,1.69469548373,1.90729297023,21.9739564401
127,K00301, 3642289,K00301.01,Kepler-135 b ,1.119,1.47,34.055,0.1062,6.002535939,2.09581353844,0.338091981394,1241.84246807,0.0,0.0,0.0
128,K00312, 7050989,K00312.01,Kepler-136 b ,1.208,1.33,28.113,0.6874,11.5789114,2.19990677214,0.28378841192,973.059634538,0.0,0.0,0.0
129,K00312, 7050989,K00312.02,Kepler-136 c ,1.208,1.33,28.113,0.1578,16.3992561,2.01633469921,0.256363928474,865.441188171,2.10812073568,1.41630379001,11.1315548914
130,K00313, 7419318,K00313.01,Kepler-137 c ,0.855,0.852,41.479,0.7575,18.73575579,2.26326151039,0.215581184821,588.726355414,2.00524459211,2.22082522337,22.6862034162
131,K00313, 7419318,K00313.02,Kepler-137 b ,0.855,0.852,41.479,0.7484,8.43639364,1.74722767383,0.165546333007,768.088798553,0.0,0.0,0.0
132,K00316, 8008067,K00316.03,             ,1.058,1.23,43.484,0.0958,7.305699922,1.99159644938,0.244491309393,1004.54453151,0.0,0.0,0.0
133,K00316, 8008067,K00316.02,Kepler-139 c ,1.058,1.23,43.484,0.1055,157.0654802,2.87989155149,0.354009313361,361.081552369,2.83648475303,9.95905945356,54.2486857894
134,K00316, 8008067,K00316.01,Kepler-139 b ,1.058,1.23,43.484,0.0127,15.77111583,2.79307795456,0.336172018471,777.15822805,2.39233720197,2.15874125661,22.2683495564
135,K00321, 8753657,K00321.01,Kepler-406 b ,1.036,1.18,28.228,0.1807,2.426300839,1.6078636034,0.184935048473,1432.17914779,0.0,0.0,0.0
136,K00321, 8753657,K00321.02,Kepler-406 c ,1.036,1.18,28.228,0.2033,4.62333557,0.921666911205,0.107829357628,1155.21857868,1.2647652573,1.90550796327,25.0801351628
137,K00327, 9881662,K00327.02,Kepler-140 c ,1.08,1.18,40.541,0.0501,91.3515867,1.71117495252,0.182219377547,452.605094173,1.60246502931,28.0712641849,79.4475810091
138,K00327, 9881662,K00327.01,Kepler-140 b ,1.08,1.18,40.541,0.0892,3.254274054,1.4937551061,0.158758504859,1374.64180358,0.0,0.0,0.0
139,K00330,11361646,K00330.02,Kepler-524 c ,1.072,1.52,64.76,0.4556,1.88897906,1.24904623875,0.193448507179,1812.14656941,0.0,0.0,0.0
140,K00330,11361646,K00330.01,Kepler-524 b ,1.072,1.52,64.76,0.0369,7.97419807,2.60831425669,0.397633292884,1119.75116168,1.92868024772,4.22143275109,44.0314677352
141,K00332,10290666,K00332.01,Kepler-526 b ,1.214,1.5,38.034,0.7022,5.458498316,2.58690011129,0.449588705924,1230.93896844,0.0,0.0,0.0
142,K00332,10290666,K00332.02,             ,1.214,1.5,38.034,0.2836,6.8667851,0.963038821767,0.169523019166,1142.48694713,1.77496946653,1.25799894082,8.34029902011
143,K00337,10545066,K00337.02,             ,0.999,1.22,70.176,0.0898,154.607419,2.04460894748,0.266643659477,371.605827361,2.21501762126,7.81517570754,53.0418984786
144,K00337,10545066,K00337.01,Kepler-528 b ,0.999,1.22,70.176,0.0176,19.78297415,2.38542629505,0.288988079959,737.048264726,0.0,0.0,0.0
145,K00338,10552611,K00338.02,Kepler-141 b ,0.863,0.842,58.425,0.3729,3.10763873,0.716362951061,0.0703338009902,1019.09127944,0.0,0.0,0.0
146,K00338,10552611,K00338.01,Kepler-141 c ,0.863,0.842,58.425,0.7433,7.01062745,1.7106154163,0.183018540768,776.799924327,1.21348918368,2.25593386462,29.9514202724
147,K00339,10587105,K00339.03,             ,0.998,1.014,55.942,0.8066,35.8657306,1.84009092447,0.236238277526,574.447215096,1.81313336818,2.79447773206,31.2641289053
148,K00339,10587105,K00339.02,Kepler-529 c ,0.998,1.014,55.942,0.6048,12.8345022,1.7861758119,0.228123957024,808.65868657,1.75069327761,6.48090112195,53.0286871871
149,K00339,10587105,K00339.01,Kepler-529 b ,0.998,1.014,55.942,0.2652,1.980357663,1.71521074333,0.140241762303,1508.390161,0.0,0.0,0.0
150,K00341,10878263,K00341.01,Kepler-414 c ,0.977,0.932,70.889,0.6267,7.170732075,2.94857372992,0.29337189957,881.85070819,2.54783640559,1.52580024842,11.8569519311
151,K00341,10878263,K00341.02,Kepler-414 b ,0.977,0.932,70.889,0.7249,4.699653236,2.14709908126,0.253326070823,1014.1568936,0.0,0.0,0.0
152,K00343,10982872,K00343.02,Kepler-142 b ,1.0,1.14,48.454,0.4997,2.024145594,1.81252171188,0.218070773858,1532.72755737,0.0,0.0,0.0
153,K00343,10982872,K00343.01,Kepler-142 c ,1.0,1.14,48.454,0.0702,4.761705259,2.54974027801,0.284138120818,1152.45254532,2.18113099494,2.3524519546,24.8849098294
154,K00343,10982872,K00343.03,Kepler-142 d ,1.0,1.14,48.454,0.1343,41.8087668,1.31167288614,0.161465890882,558.823928252,1.93070658208,8.78020888021,59.014438584
155,K00351,11442793,K00351.01,Kepler-90 h  ,1.123,1.29,68.559,0.5485,331.6011081,2.2225854202,0.58943217593,304.802084609,0.3151056018,1.57453091416,5.89273647046
156,K00351,11442793,K00351.02,Kepler-90 g  ,1.123,1.29,68.559,0.0154,210.6031105,8.4076257833,0.08694276208,355.381065282,5.70813110264,1.68595329929,9.36456419628
157,K00351,11442793,K00351.07,             ,1.123,1.29,68.559,0.4617,124.916337,3.00863642198,0.401646494782,422.831543057,2.92979926275,1.35866556022,8.63807568962
158,K00351,11442793,K00351.04,Kepler-90 e  ,1.123,1.29,68.559,0.1619,91.9404603,2.85096210352,0.374345189154,468.695875492,2.98197769419,1.53908644123,12.0694998502
159,K00351,11442793,K00351.06,Kepler-90 b  ,1.123,1.29,68.559,0.083,7.00828076,1.41207081768,0.193300437159,1104.7740152,0.0,0.0,0.0
160,K00351,11442793,K00351.05,Kepler-90 c  ,1.123,1.29,68.559,0.0818,8.71982853,1.57219023562,0.212382438682,1026.55873617,1.49213052665,1.24421792286,7.62840410226
161,K00351,11442793,K00351.03,Kepler-90 d  ,1.123,1.29,68.559,0.0404,59.7370348,3.11299328487,0.409427412568,540.185495707,2.34259176024,6.85071209766,51.6055784327
162,K00352,11521793,K00352.02,Kepler-143 b ,1.027,1.34,62.385,0.5244,16.00749754,2.34799214712,0.381367838366,836.641307485,0.0,0.0,0.0
163,K00352,11521793,K00352.01,Kepler-143 c ,1.027,1.34,62.385,0.787,27.08247084,3.03795587235,0.494529715179,701.58621009,2.69297400973,1.69186162749,14.6876888693
164,K00369, 7175184,K00369.01,Kepler-144 b ,1.089,1.179,30.84,0.1622,5.88528169,1.28551007867,0.134626580877,1155.56480824,0.0,0.0,0.0
165,K00369, 7175184,K00369.02,Kepler-144 c ,1.089,1.179,30.84,0.2457,10.10463505,1.27706424539,0.134458096478,965.406634214,1.28128716203,1.7169331193,21.2062523108
166,K00370, 8494142,K00370.01,Kepler-145 c ,1.255,1.73,27.71,0.7016,42.88232415,3.58308570563,0.540382488983,697.159784375,2.81761224272,1.86845476512,18.3468220644
167,K00370, 8494142,K00370.02,Kepler-145 b ,1.255,1.73,27.71,0.3244,22.95068896,2.0521387798,0.296156946384,857.636146274,0.0,0.0,0.0
168,K00377, 3323887,K00377.03,Kepler-9 d   ,1.021,1.017,116.782,0.0779,1.59295975,1.57971714874,0.131207620309,1569.44266426,0.0,0.0,0.0
169,K00377, 3323887,K00377.02,Kepler-9 c   ,1.021,1.017,116.782,0.6883,38.90787517,8.48593455433,0.678630117631,540.810679467,8.48820728693,2.01900422667,10.0276390358
170,K00377, 3323887,K00377.01,Kepler-9 b   ,1.021,1.017,116.782,0.2767,19.270824031,8.49048001952,0.681524556437,684.290830398,5.03509858413,12.0974958915,36.3825418035
171,K00386, 3656121,K00386.01,Kepler-146 b ,1.098,1.114,77.108,0.4905,31.15879749,3.39036171827,0.35651610374,624.321600262,0.0,0.0,0.0
172,K00386, 3656121,K00386.02,Kepler-146 c ,1.098,1.114,77.108,0.2751,76.7325168,3.05530771152,0.288289189936,462.478993667,3.2228347149,2.46262766798,23.8867396978
173,K00401, 3217264,K00401.02,Kepler-149 d ,0.978,1.026,73.224,0.6845,160.0200597,4.35866589728,0.425316730986,322.075255796,3.19716045858,2.89217717028,25.1854741793
174,K00401, 3217264,K00401.03,Kepler-149 c ,0.978,1.026,73.224,0.706,55.3285813,2.03565501988,0.269368871105,458.696748912,3.34032571996,1.89488037251,15.0971013697
175,K00401, 3217264,K00401.01,Kepler-149 b ,0.978,1.026,73.224,0.0634,29.1989838,4.64499642004,0.421241231058,567.330519275,0.0,0.0,0.0
176,K00408, 5351250,K00408.01,Kepler-150 c ,0.971,0.925,131.123,0.4861,7.381977254,3.67757220773,0.328606675718,874.864147153,2.50431099372,2.15340942237,21.6358852794
177,K00408, 5351250,K00408.02,Kepler-150 d ,0.971,0.925,131.123,0.0066,12.56092796,2.86014094269,0.231828954026,732.215166746,3.26885657521,1.701566874,13.7154220564
178,K00408, 5351250,K00408.04,Kepler-150 b ,0.971,0.925,131.123,0.2247,3.42804168,1.33104977972,0.116706954871,1129.50688445,0.0,0.0,0.0
179,K00408, 5351250,K00408.03,Kepler-150 e ,0.971,0.925,131.123,0.8458,30.8264713,2.92877449661,0.289369638165,542.844462377,2.89445771965,2.45415556861,23.6433898095
180,K00416, 6508221,K00416.02,Kepler-152 c ,0.789,0.764,63.618,0.2563,88.2553544,2.57450628605,0.214486829869,326.18514479,2.83632913849,4.84707618429,36.8079939025
181,K00416, 6508221,K00416.03,             ,0.789,0.764,63.618,0.212,9.74768026,0.764124042146,0.0843500560016,679.902043912,0.0,0.0,0.0
182,K00416, 6508221,K00416.01,Kepler-152 b ,0.789,0.764,63.618,0.4576,18.20795693,3.09815199092,0.253983389624,551.211807297,1.93113801653,1.86792718312,18.8921490585
183,K00427,10189546,K00427.01,             ,0.903,0.866,147.207,0.0427,24.61482073,3.69146917284,0.302634287692,546.952403515,0.0,0.0,0.0
184,K00427,10189546,K00427.02,Kepler-549 b ,0.903,0.866,147.207,0.0311,42.9495649,2.69064406124,0.223412708719,454.210105326,3.19105661704,1.74486604518,14.1315231688
185,K00431,10843590,K00431.02,Kepler-153 c ,0.779,0.738,105.246,0.3676,46.9025112,2.13020845827,0.180722946599,405.229750024,2.28838349791,2.48553127559,23.9122782459
186,K00431,10843590,K00431.01,Kepler-153 b ,0.779,0.738,105.246,0.1215,18.87021566,2.44655853754,0.205006979813,548.636424506,0.0,0.0,0.0
187,K00433,10937029,K00433.01,Kepler-553 b ,0.857,0.881,136.39,0.3527,4.030468037,4.7689966331,0.389210138121,988.700321404,0.0,0.0,0.0
188,K00433,10937029,K00433.02,Kepler-553 c ,0.857,0.881,136.39,0.7508,328.2399546,1.6157521599,0.928186791789,228.166270273,8.1923743965,81.4396619913,34.9420957495
189,K00435,11709124,K00435.01,Kepler-154 d ,0.96,1.08,101.982,0.2003,20.54981883,4.26531372145,0.450072488227,682.29632814,2.94627892188,2.0716886348,18.0327108654
190,K00435,11709124,K00435.04,Kepler-154 e ,0.96,1.08,101.982,0.3347,3.93276465,1.6788849296,0.184030080608,1183.93199985,0.0,0.0,0.0
191,K00435,11709124,K00435.05,Kepler-154 c ,0.96,1.08,101.982,0.742,62.3027873,3.5164870703,0.461197992516,471.265462564,3.03421163129,1.88564542188,16.6291983047
192,K00435,11709124,K00435.03,Kepler-154 b ,0.96,1.08,101.982,0.2254,33.0405635,2.55193619228,0.282178528496,582.019409501,3.40862495687,1.6078274837,11.4342012241
193,K00435,11709124,K00435.06,Kepler-154 f ,0.96,1.08,101.982,0.7983,9.91935684,1.62724412232,0.321754978059,869.962450566,1.65306452596,2.52223504908,28.7952297431
194,K00435,11709124,K00435.02,             ,0.96,1.08,101.982,0.4948,934.09418462,0.2439959817,0.08851351413,191.095263489,6.880241526,14.9928153314,29.656980331
195,K00440, 2438264,K00440.01,Kepler-156 c ,0.843,0.821,107.607,0.658,15.90686437,2.67388066836,0.295468188584,593.553792616,2.67079783526,3.19835523774,29.3446234544
196,K00440, 2438264,K00440.02,Kepler-156 b ,0.843,0.821,107.607,0.8589,4.973451411,2.66771500217,0.297316416105,874.517361771,0.0,0.0,0.0
197,K00448, 5640085,K00448.01,Kepler-159 b ,0.734,0.703,162.481,0.7152,10.13961841,2.62895692724,0.229625938306,597.832373377,0.0,0.0,0.0
198,K00448, 5640085,K00448.02,Kepler-159 c ,0.734,0.703,162.481,0.7873,43.58642609,3.72055640268,0.341764100419,367.989412995,3.17475666496,4.29862587797,32.4529966888
199,K00456, 7269974,K00456.01,Kepler-160 c ,0.982,1.11,83.377,0.3139,13.69941722,3.9820864241,0.434023746669,781.511029134,3.12698689966,3.17910836967,29.2909164982
200,K00456, 7269974,K00456.02,Kepler-160 b ,0.982,1.11,83.377,0.1058,4.30920108,2.27188737522,0.33629531528,1150.15008464,0.0,0.0,0.0
201,K00457, 7440748,K00457.01,Kepler-161 b ,0.864,0.843,92.595,0.3115,4.921354681,2.35613326473,0.195608425894,889.952178011,0.0,0.0,0.0
202,K00457, 7440748,K00457.02,Kepler-161 c ,0.864,0.843,92.595,0.0026,7.064256441,2.22910250383,0.187820959249,789.544484079,2.29261788428,1.4354292464,10.0756698329
203,K00459, 7977197,K00459.02,Kepler-162 b ,1.062,1.23,65.697,0.0238,6.91986734,1.65309244562,0.205115378663,1065.10862814,0.0,0.0,0.0
204,K00459, 7977197,K00459.01,Kepler-162 c ,1.062,1.23,65.697,0.8024,19.44638698,4.23132554273,0.548176643953,754.852455244,2.94220899418,2.81022540238,26.0197997658
205,K00464, 8890783,K00464.02,Kepler-561 c ,0.966,0.967,106.865,0.1524,5.350161983,2.70203209376,0.221707418267,976.584398375,0.0,0.0,0.0
206,K00464, 8890783,K00464.01,Kepler-561 b ,0.966,0.967,106.865,0.0467,58.3620495,7.14329001399,0.571424978801,440.305361417,4.92266105387,10.9084640214,37.5228895489
207,K00474,10460984,K00474.01,Kepler-164 c ,1.048,1.091,79.835,0.2857,10.94577222,2.57651504686,0.242972677378,870.585867062,1.98250350204,2.17390863578,23.9077867655
208,K00474,10460984,K00474.02,Kepler-164 d ,1.048,1.091,79.835,0.0271,28.9868326,2.35017783393,0.22319437228,629.759856427,2.4633464404,2.64822179901,27.4963401047
209,K00474,10460984,K00474.04,Kepler-164 b ,1.048,1.091,79.835,0.0842,5.03506543,1.38849195721,0.141014054966,1128.02532513,0.0,0.0,0.0
210,K00475,10577994,K00475.02,Kepler-165 c ,0.767,0.73,124.277,0.0473,15.31297659,2.16169500199,0.180981112709,578.078995566,2.26650597942,1.87180305637,16.6925334333
211,K00475,10577994,K00475.01,Kepler-165 b ,0.767,0.73,124.277,0.8766,8.18086953,2.37131695685,0.265851226324,712.494485268,0.0,0.0,0.0
212,K00481,11192998,K00481.03,Kepler-166 c ,0.821,0.795,98.822,0.0859,34.25951372,2.608856031,0.215267089298,462.82227657,2.55310078756,4.47822619156,36.8968858157
213,K00481,11192998,K00481.02,Kepler-166 d ,0.821,0.795,98.822,0.148,1.554003928,1.65266018374,0.135313062478,1297.29040037,0.0,0.0,0.0
214,K00481,11192998,K00481.01,Kepler-166 b ,0.821,0.795,98.822,0.0004,7.650241916,2.49734554413,0.202974057352,762.862141084,2.07500286393,4.92292315235,41.4623825205
215,K00490, 3239945,K00490.03,Kepler-167 c ,0.782,0.756,78.491,0.6578,7.40610775,1.63824174081,0.187316569143,712.956515649,1.61841097318,1.68582833578,15.6155015489
216,K00490, 3239945,K00490.04,Kepler-167 d ,0.782,0.756,78.491,0.7053,21.8038763,1.28816867802,0.261069287891,497.496410151,1.46320520941,2.94403984333,33.403908871
217,K00490, 3239945,K00490.02,Kepler-167 e ,0.782,0.756,78.491,0.2134,71.2319346,0.3986559566,0.842608532127,135.835352269,5.84341231731,49.1303436078,33.8789649857
218,K00490, 3239945,K00490.01,Kepler-167 b ,0.782,0.756,78.491,0.0544,4.393156523,1.59858020555,0.132349645756,848.604890366,0.0,0.0,0.0
219,K00500, 4852528,K00500.04,Kepler-80 e  ,0.748,0.721,144.767,0.5761,4.645397088,1.7349225031,0.220912783914,786.285538675,1.71338206018,1.51210009398,12.0098879302
220,K00500, 4852528,K00500.01,Kepler-80 b  ,0.748,0.721,144.767,0.0237,7.053514449,2.79056256599,0.226961728057,683.05715891,2.26274253455,1.5183878397,11.1188717747
221,K00500, 4852528,K00500.03,Kepler-80 d  ,0.748,0.721,144.767,0.6555,3.072149196,1.69184161727,0.211042811357,902.046799122,1.47547702183,3.11328484497,34.5911737243
222,K00500, 4852528,K00500.02,Kepler-80 c  ,0.748,0.721,144.767,0.1636,9.521650159,2.87090427422,0.236905134291,617.539383898,2.83073342011,1.34991573744,7.47929994031
223,K00500, 4852528,K00500.05,Kepler-80 f  ,0.748,0.721,144.767,0.0382,0.986787059,1.25911242639,0.106369840365,1315.37411166,0.0,0.0,0.0
224,K00505, 5689351,K00505.04,Kepler-169 d ,0.841,0.807,98.134,0.8782,8.34818817,1.64606468769,0.194279660012,725.629289192,1.4541702805,1.34747367527,9.8894837118
225,K00505, 5689351,K00505.01,Kepler-169 e ,0.841,0.807,98.134,0.829,13.76708539,2.35864041835,0.254486776213,613.749082624,2.00235255302,1.64911057461,14.3756707617
226,K00505, 5689351,K00505.05,Kepler-169 f ,0.841,0.807,98.134,0.0914,87.0905994,2.67616954924,0.226565237397,331.576583247,2.5174049838,6.32600125102,44.2976517352
227,K00505, 5689351,K00505.02,Kepler-169 c ,0.841,0.807,98.134,0.0826,6.19543693,1.26227587331,0.110326088257,800.90587158,1.18746246176,1.90594783695,25.169044866
228,K00505, 5689351,K00505.03,Kepler-169 b ,0.841,0.807,98.134,0.2259,3.25058053,1.1126490502,0.101997030307,992.938685123,0.0,0.0,0.0
229,K00508, 6266741,K00508.02,Kepler-170 c ,1.042,1.22,77.447,0.0378,16.66591162,3.35904593705,0.380971930472,754.395452949,3.48644171913,2.10147244515,19.0531053195
230,K00508, 6266741,K00508.01,Kepler-170 b ,1.042,1.22,77.447,0.5646,7.930587745,3.61383750122,0.467478553961,966.518534254,0.0,0.0,0.0
231,K00509, 6381846,K00509.02,Kepler-171 c ,0.957,0.945,138.062,0.038,11.4634736,2.99943306045,0.246977304796,757.31714162,2.88735313729,2.75103855616,26.3254675238
232,K00509, 6381846,K00509.03,Kepler-171 d ,0.957,0.945,138.062,0.3443,39.6027551,2.09084206732,0.179119136778,500.403112132,2.54513756389,3.45469065328,32.9352322331
233,K00509, 6381846,K00509.01,Kepler-171 b ,0.957,0.945,138.062,0.0892,4.166962173,2.77527321412,0.226295691536,1059.29418659,0.0,0.0,0.0
234,K00510, 6422155,K00510.04,Kepler-172 e ,1.054,1.17,133.771,0.0287,35.1185226,2.80403550496,0.336155075452,579.455237668,2.68527392848,2.40093988937,24.280749841
235,K00510, 6422155,K00510.03,Kepler-172 d ,1.054,1.17,133.771,0.4606,14.62698952,2.56651235199,0.304529016196,774.981305316,2.6506942968,2.28939573346,23.1052061709
236,K00510, 6422155,K00510.02,Kepler-172 c ,1.054,1.17,133.771,0.0444,6.38901755,2.73487624162,0.315747024054,1021.12659436,2.65228281626,2.17291045715,21.7270240423
237,K00510, 6422155,K00510.01,Kepler-172 b ,1.054,1.17,133.771,0.0352,2.940304111,2.56968939089,0.2969215279,1324.92674713,0.0,0.0,0.0
238,K00511, 6451936,K00511.01,Kepler-173 c ,1.071,1.079,83.947,0.1216,8.005783665,2.78122749476,0.245973220069,960.864840892,2.13088964467,1.8776397626,18.8445408423
239,K00511, 6451936,K00511.02,Kepler-173 b ,1.071,1.079,83.947,0.3197,4.26374847,1.48055179457,0.136048684327,1186.19786792,0.0,0.0,0.0
240,K00518, 8017703,K00518.01,Kepler-174 b ,0.624,0.614,69.545,0.0661,13.98177228,1.93752161471,0.160511562144,520.464636803,0.0,0.0,0.0
241,K00518, 8017703,K00518.02,Kepler-174 c ,0.624,0.614,69.545,0.0182,44.0004287,1.50681049171,0.126670392794,354.965150717,1.72216605321,3.14698507591,30.0395276182
242,K00518, 8017703,K00518.03,Kepler-174 d ,0.624,0.614,69.545,0.1825,247.354265,2.16982811444,0.179133462613,199.777887156,1.83831930308,5.62163306832,41.9403544548
243,K00519, 8022244,K00519.02,Kepler-175 c ,1.003,1.27,119.845,0.8619,34.0350559,4.07019426625,0.584773616726,628.518002581,3.74815326735,2.85924571493,24.4923787159
244,K00519, 8022244,K00519.01,Kepler-175 b ,1.003,1.27,119.845,0.5861,11.90350858,3.42611226846,0.514460924608,890.82295659,0.0,0.0,0.0
245,K00520, 8037145,K00520.04,Kepler-176 e ,0.845,0.819,111.097,0.4537,51.16579,1.43108420901,0.138346354574,403.068785624,2.06858601573,1.98682033828,19.3220196255
246,K00520, 8037145,K00520.03,Kepler-176 d ,0.845,0.819,111.097,0.8581,25.75260028,2.70608782245,0.288355517007,507.560988754,2.5876633887,2.01833193936,18.4740118765
247,K00520, 8037145,K00520.02,Kepler-176 b ,0.845,0.819,111.097,0.093,5.43312169,1.31960198216,0.115787500802,851.76524735,0.0,0.0,0.0
248,K00520, 8037145,K00520.01,Kepler-176 c ,0.845,0.819,111.097,0.2538,12.75934834,2.46923895495,0.203071093067,641.121521907,1.89442046856,2.34843779838,25.0697390719
249,K00528, 9941859,K00528.01,Kepler-178 b ,0.873,0.877,75.985,0.0027,9.57666498,2.3848926038,0.193369244386,765.862922851,0.0,0.0,0.0
250,K00528, 9941859,K00528.02,Kepler-178 d ,0.873,0.877,75.985,0.5469,96.6781926,2.88415106364,0.284847248211,354.629715032,2.67544064709,4.70389218492,38.1476668505
251,K00528, 9941859,K00528.03,Kepler-178 c ,0.873,0.877,75.985,0.5479,20.55280793,2.46673023054,0.323128136099,594.334365798,2.42581141717,2.1461341681,20.6396040538
252,K00534,10554999,K00534.01,Kepler-179 c ,0.872,0.867,108.466,0.6696,6.400147394,2.57295228068,0.231784032648,850.055568549,2.18789919073,2.33931777433,23.5930994113
253,K00534,10554999,K00534.02,Kepler-179 b ,0.872,0.867,108.466,0.0532,2.735903375,1.80284610077,0.153601417169,1128.13577773,0.0,0.0,0.0
254,K00543,11823054,K00543.01,Kepler-181 c ,0.813,0.801,114.254,0.1935,4.302143627,2.18798803845,0.18054879255,919.154964506,1.79327717414,1.37104872205,9.35581894746
255,K00543,11823054,K00543.02,Kepler-181 b ,0.813,0.801,114.254,0.2752,3.137848829,1.39856630984,0.122506471098,1021.53550349,0.0,0.0,0.0
256,K00546,12058931,K00546.02,Kepler-182 b ,1.119,1.36,117.556,0.77,9.82578435,3.22192081007,0.49744863776,1002.35727493,0.0,0.0,0.0
257,K00546,12058931,K00546.01,Kepler-182 c ,1.119,1.36,117.556,0.6024,20.68422311,4.38341850533,0.575557163528,783.466524792,3.8026696577,2.10509638449,17.956317222
258,K00551, 4270253,K00551.01,Kepler-183 c ,0.987,1.073,116.457,0.1094,11.63701734,2.7182751323,0.28739087855,821.0019997,2.60485292294,2.04589520317,19.7767851475
259,K00551, 4270253,K00551.02,Kepler-183 b ,0.987,1.073,116.457,0.1977,5.6879831,2.49143071358,0.262237340911,1041.92550684,0.0,0.0,0.0
260,K00555, 5709725,K00555.01,Kepler-598 b ,0.864,0.88,95.37,0.3069,3.70175428,1.50286182506,0.128294943461,1032.67484933,0.0,0.0,0.0
261,K00555, 5709725,K00555.02,             ,0.864,0.88,95.37,0.4422,86.4947807,2.85556688285,0.238716059272,361.472546866,2.17921435396,23.365889294,66.8141176558
262,K00564, 6786037,K00564.02,Kepler-603 c ,1.335,1.85,93.448,0.4665,127.9075774,1.8563724994,0.65115859043,474.932755168,8.32625781686,6.07533451275,24.231319082
