Ftherm_star	Ftherm_planet	Frefl_planet	
2536470.541385562625	00000.180255487379	00000.001574145623	1073089.812140308321	00002.910004904741	00000.000665964616	539263.201395836542	00006.453898270000	00000.000334669295	
2536470.541385562625	00000.001198985239	00000.016330987562	1073089.812140308321	00000.198913887715	00000.006909055749	539263.201395836542	00001.262438658644	00000.003472029535	
2536470.541385562625	00000.000000014062	00000.000143951988	1073089.812140308321	00000.000333863826	00000.000060900929	539263.201395836542	00000.021219143511	00000.000030604735	
2536470.541385562625	00000.000000000000	00000.000018451089	1073089.812140308321	00000.000000242949	00000.000007805995	539263.201395836542	00000.000126209664	00000.000003922771	
2536470.541385562625	00000.000000000000	00000.000000380806	1073089.812140308321	00000.000000512715	00000.000000161105	539263.201395836542	00000.000259716360	00000.000000080961	
2536470.541385562625	00000.000000000504	00000.000853454385	1073089.812140308321	00000.000083810463	00000.000361065974	539263.201395836542	00000.013112310116	00000.000181447620	
2536470.541385562625	00000.000000000083	00000.000009816499	1073089.812140308321	00000.000013110295	00000.000004153009	539263.201395836542	00000.002001866255	00000.000002087025	
2536470.541385562625	00371.473135795340	00004.627534279160	1073089.812140308321	00407.597902177579	00001.957743963225	539263.201395836542	00296.632966807807	00000.983831236844	
2536470.541385562625	00000.013464607176	00000.000894946115	1073089.812140308321	00001.071901096243	00000.000378619638	539263.201395836542	00004.862896970420	00000.000190268919	
2536470.541385562625	00643.351891400412	00010.277980660603	1073089.812140308321	00998.566470168855	00004.348245389139	539263.201395836542	00831.688915547584	00002.185137443738	
2536470.541385562625	00001.038111070775	00000.084932355179	1073089.812140308321	00008.369092746056	00000.035931836612	539263.201395836542	00013.724941624216	00000.018056938966	
2536470.541385562625	00000.001087514397	00000.033159842806	1073089.812140308321	00000.365565369675	00000.014028741476	539263.201395836542	00003.211610470739	00000.007049907617	
2536470.541385562625	00000.000027245146	00000.000597529899	1073089.812140308321	00000.044428381838	00000.000252793493	539263.201395836542	00000.811679241744	00000.000127037110	
2536470.541385562625	00000.000024740948	00000.000000833251	1073089.812140308321	00000.018133875407	00000.000000352519	539263.201395836542	00000.228517883769	00000.000000177152	
2536470.541385562625	00032.471195413989	00000.586331816669	1073089.812140308321	00203.747386104424	00000.248055985171	539263.201395836542	00300.260421079898	00000.124656355112	
2536470.541385562625	02535.272308091619	00044.543111745065	1073089.812140308321	03806.188843843671	00018.844594736963	539263.201395836542	03128.993395419790	00009.470033516200	
2536470.541385562625	00000.017981002527	00000.013776590536	1073089.812140308321	00001.534753412676	00000.005828381883	539263.201395836542	00007.187211465532	00000.002928955096	
2536470.541385562625	00000.000000002036	00000.000044886938	1073089.812140308321	00000.000128321026	00000.000018990055	539263.201395836542	00000.012828869771	00000.000009543132	
2536470.541385562625	00000.000192890157	00000.177189431367	1073089.812140308321	00000.906474379399	00000.074962500260	539263.201395836542	00027.104822209410	00000.037671141239	
2536470.541385562625	00000.000000046568	00000.000189597083	1073089.812140308321	00000.000847899844	00000.000080211733	539263.201395836542	00000.047632183574	00000.000040309055	
2536470.541385562625	00000.001598676400	00000.018283752074	1073089.812140308321	00000.417661974167	00000.007735200452	539263.201395836542	00003.266532768234	00000.003887194634	
2536470.541385562625	00000.000049308772	00000.005301511577	1073089.812140308321	00000.060365183053	00000.002242879611	539263.201395836542	00000.965238049766	00000.001127121352	
2536470.541385562625	00000.159748633297	00000.040538018649	1073089.812140308321	00004.160562957195	00000.017150183338	539263.201395836542	00011.404957334446	00000.008618535622	
2536470.541385562625	00000.678218933422	00000.008285279112	1073089.812140308321	00006.407347361181	00000.003505204756	539263.201395836542	00011.249918891232	00000.001761481581	
2536470.541385562625	00000.000000000010	00000.026792569358	1073089.812140308321	00000.000032763182	00000.011334976200	539263.201395836542	00000.019683909479	00000.005696201273	
2536470.541385562625	00000.000000000002	00000.001252193896	1073089.812140308321	00000.000002684618	00000.000529758375	539263.201395836542	00000.001153664685	00000.000266221144	
2536470.541385562625	00001.836446306664	00000.079288924838	1073089.812140308321	00013.497045791103	00000.033544303421	539263.201395836542	00021.275213806257	00000.016857124396	
2536470.541385562625	00000.000250577898	00000.003180035186	1073089.812140308321	00000.076142919722	00000.001345358956	539263.201395836542	00000.638486525795	00000.000676087472	
2536470.541385562625	00000.000000000041	00000.062245127709	1073089.812140308321	00000.000080715420	00000.026333683483	539263.201395836542	00000.038715824430	00000.013233548859	
420935318.648196876049	00000.732991217424	00000.001736182461	160748850.962821274996	00006.521446390520	00000.000663021902	77434850.937545001507	00011.157742605132	00000.000319386433	
420935318.648196876049	00007.183799322291	00000.060426672969	160748850.962821274996	00087.555639492558	00000.023076035241	77434850.937545001507	00171.691074753773	00000.011116031862	
420935318.648196876049	03067.301064479159	00015.192556068374	160748850.962821274996	02293.556068424559	00005.801808075935	77434850.937545001507	01440.363799682719	00002.794807806323	
420935318.648196876049	00024.453875458301	00000.030133911531	160748850.962821274996	00091.874349395378	00000.011507686428	77434850.937545001507	00109.228890182240	00000.005543404994	
420935318.648196876049	00007.242913363313	00000.003089646411	160748850.962821274996	00028.850736269879	00000.001179889376	77434850.937545001507	00035.140388693839	00000.000568368342	
420935318.648196876049	00377.059618108803	00000.554306238063	160748850.962821274996	00309.569669980639	00000.211681194004	77434850.937545001507	00201.512197451719	00000.101969635278	
420935318.648196876049	02144.939078149772	00001.516314669987	160748850.962821274996	01684.698774574331	00000.579057708156	77434850.937545001507	01078.155958590120	00000.278939768756	
420935318.648196876049	00157.282737203119	00000.360493597497	160748850.962821274996	00200.995468911973	00000.137667069048	77434850.937545001507	00155.171273997137	00000.066316050826	
420935318.648196876049	00002.270462537498	00000.992209368079	160748850.962821274996	00054.682608053889	00000.378909796273	77434850.937545001507	00144.762878858774	00000.182525868256	
420935318.648196876049	00294.036349849705	00001.086223707168	160748850.962821274996	00298.683192266407	00000.414812454741	77434850.937545001507	00211.000106661342	00000.199820654440	
420935318.648196876049	00179.905650000680	00000.153280931717	160748850.962821274996	00159.046503418654	00000.058535676520	77434850.937545001507	00106.512359505024	00000.028197410798	
420935318.648196876049	03712.409361250236	00008.435238643611	160748850.962821274996	01890.949358849854	00003.221290444129	77434850.937545001507	01023.462112418585	00001.551738279145	
420935318.648196876049	00015.599783358484	00000.051013360467	160748850.962821274996	00040.068881471292	00000.019481233139	77434850.937545001507	00040.782649194301	00000.009384368069	
420935318.648196876049	00000.378302158281	00000.004688488228	160748850.962821274996	00005.338368720622	00000.001790462957	77434850.937545001507	00011.160461469644	00000.000862489725	
420935318.648196876049	00059.380445141750	00000.508747818175	160748850.962821274996	00357.013156643036	00000.194283120419	77434850.937545001507	00516.689569184345	00000.093588752761	
420935318.648196876049	00001.169321035541	00000.034092900045	160748850.962821274996	00016.482623082444	00000.013019564445	77434850.937545001507	00034.442199266706	00000.006271696662	
420935318.648196876049	01464.905407504078	00001.055375873672	160748850.962821274996	00737.723931622919	00000.403032132280	77434850.937545001507	00397.502607180942	00000.194145917058	
420935318.648196876049	02927.602225091368	00002.054181991345	160748850.962821274996	02879.007885899181	00000.784461127752	77434850.937545001507	02008.606901833644	00000.377885316940	
420935318.648196876049	00000.924069440153	00000.002741749508	160748850.962821274996	00006.513714471636	00000.001047032795	77434850.937545001507	00010.086102875620	00000.000504369567	
420935318.648196876049	00007.181629659982	00000.074602262483	160748850.962821274996	00042.502096763539	00000.028489479125	77434850.937545001507	00061.102111560554	00000.013723759492	
420935318.648196876049	00253.854097071499	00000.258694579320	160748850.962821274996	00206.377525533568	00000.098791559020	77434850.937545001507	00133.834076428885	00000.047589202665	
420935318.648196876049	00300.299584687632	00000.123904969703	160748850.962821274996	00747.708040707227	00000.047317439583	77434850.937545001507	00751.530235963894	00000.022793437458	
420935318.648196876049	03917.408852617706	00056.786659169447	160748850.962821274996	02796.618549576455	00021.685968858164	77434850.937545001507	01725.316827187529	00010.446418471486	
420935318.648196876049	00001.659305866628	00000.114133864246	160748850.962821274996	00024.726596979123	00000.043586001746	77434850.937545001507	00052.943858969181	00000.020995954422	
420935318.648196876049	00025.339406403983	00000.076248307216	160748850.962821274996	00047.034700457622	00000.029118078787	77434850.937545001507	00042.037686816964	00000.014026564277	
420935318.648196876049	00000.310299065909	00000.003000308754	160748850.962821274996	00003.925818299896	00000.001145772672	77434850.937545001507	00007.824712275487	00000.000551933874	
420935318.648196876049	00862.594477174486	00001.684858829977	160748850.962821274996	00907.120819280877	00000.643422181401	77434850.937545001507	00649.435155577123	00000.309944988149	
127438648.136523187160	00000.024469251101	00000.010686038514	49473888.673811458051	00001.815832706167	00000.004148505085	23996845.252122927457	00007.978805815806	00000.002012193446	
127438648.136523187160	00163.107958526706	00002.801091925463	49473888.673811458051	00177.056043850183	00001.087432361469	23996845.252122927457	00128.320455921097	00000.527448858374	
127438648.136523187160	04860.925532724841	00035.027461653516	49473888.673811458051	03119.856113114006	00013.598266802986	23996845.252122927457	01847.483230584741	00006.595711655491	
127438648.136523187160	00000.086812511678	00000.009392936091	49473888.673811458051	00002.527284796467	00000.003646500346	23996845.252122927457	00007.280845896869	00000.001768700760	
127438648.136523187160	00060.652060622220	00000.112017707001	49473888.673811458051	00081.399316232355	00000.043487212448	23996845.252122927457	00064.050064144340	00000.021093064150	
127438648.136523187160	10031.959492739734	00055.262441092489	49473888.673811458051	05537.595996300437	00021.453836009967	23996845.252122927457	03093.053278300863	00010.405981753121	
127438648.136523187160	00000.513163339688	00000.014462964496	49473888.673811458051	00010.659742334999	00000.005614773115	23996845.252122927457	00026.425643223890	00000.002723392989	
127438648.136523187160	00000.480677689254	00000.005749686824	49473888.673811458051	00005.827502399044	00000.002232127930	23996845.252122927457	00011.401001230015	00000.001082672698	
127438648.136523187160	00055.858604595396	00000.483953769094	49473888.673811458051	00401.093536108090	00000.187879228519	23996845.252122927457	00625.988501736047	00000.091129056028	
