nMC	Rp	Porb	a	rp	ang_sep	ang_sep_max	inc	Omega	omega	theta	ecc	Finc	Abond	AgeomMIR	AgeomVIS	f	Tp	Mp	dist	Rs	Ts	Ms	stype	zodis	ra	dec	nstar	
0	0.57801	10.44854	0.04464	0.04464	0.02464	0.03437	2.28730	1.50627	2.10115	6.14402	0.00000	0.77082	0.13081	0.04016	0.58795	0.05082	251.80453	0.09800	1.29885	0.14000	3054.00000	0.10871	M	60.05458	210.49526	-62.67949	0	
0	0.72969	34.97354	0.09990	0.09990	0.05614	0.07691	2.28730	0.00688	1.13858	3.13769	0.00000	0.15395	0.24827	0.09018	0.53258	0.73784	162.33259	0.34731	1.29885	0.14000	3054.00000	0.10871	M	60.05458	210.49526	-62.67949	0	
1	0.89716	164.34351	0.28026	0.28026	0.14829	0.21577	0.81812	3.84428	1.19753	0.27592	0.00000	0.01956	0.41022	0.07010	0.32249	0.04356	91.21330	0.71780	1.29885	0.14000	3054.00000	0.10871	M	9.80723	210.49526	-62.67949	0	
1	0.54194	480.93174	0.57339	0.57339	0.42579	0.44146	0.81812	2.18111	0.49640	6.15698	0.00000	0.00467	0.37159	0.02274	0.02079	0.19744	64.78919	0.12059	1.29885	0.14000	3054.00000	0.10871	M	9.80723	210.49526	-62.67949	0	
2	0.75833	442.32979	0.54228	0.54228	0.22801	0.41751	1.09419	1.49970	2.22316	5.97075	0.00000	0.00522	0.42994	0.00214	0.05245	0.01978	65.01830	0.44547	1.29885	0.14000	3054.00000	0.10871	M	3.83299	210.49526	-62.67949	0	
2	1.70087	339.37161	0.45447	0.45447	0.25298	0.34990	1.09419	1.86167	2.87175	2.52078	0.00000	0.00744	0.18274	0.01782	0.06915	0.74327	77.71452	4.45356	1.29885	0.14000	3054.00000	0.10871	M	3.83299	210.49526	-62.67949	0	
2	0.64896	321.64792	0.43851	0.43851	0.15649	0.33761	1.09419	4.46920	5.24894	2.67950	0.00000	0.00799	0.22681	0.08399	0.41988	0.01160	78.02755	0.19431	1.29885	0.14000	3054.00000	0.10871	M	3.83299	210.49526	-62.67949	0	
2	1.01759	0.52200	0.00606	0.00606	0.00388	0.00466	1.09419	1.76379	5.51067	4.58907	0.00000	41.89274	0.06422	0.05519	0.15230	0.64639	696.42412	1.42320	1.29885	0.14000	3054.00000	0.10871	M	3.83299	210.49526	-62.67949	0	
3	1.02922	27.10906	0.08430	0.08430	0.05542	0.06490	2.48627	2.36383	2.26075	5.04588	0.00000	0.21621	0.13575	0.01276	0.05252	0.10228	182.98891	0.59557	1.29885	0.14000	3054.00000	0.10871	M	47.79810	210.49526	-62.67949	0	
3	2.10387	0.93040	0.00890	0.00890	0.00644	0.00685	2.48627	3.35647	3.56796	0.16727	0.00000	19.38519	0.14452	0.07879	0.12969	0.50744	561.65003	9.20424	1.29885	0.14000	3054.00000	0.10871	M	47.79810	210.49526	-62.67949	0	
3	0.61379	3.43204	0.02125	0.02125	0.01636	0.01636	2.48627	0.68035	3.51886	2.73594	0.00000	3.40115	0.60026	0.06767	0.16230	0.32701	300.53735	0.31310	1.29885	0.14000	3054.00000	0.10871	M	47.79810	210.49526	-62.67949	0	
4	1.60023	53.33222	0.13235	0.13235	0.08278	0.10190	1.67690	2.65236	0.03985	5.61677	0.00000	0.08771	0.12869	0.07407	0.37942	0.66567	146.33574	4.64220	1.29885	0.14000	3054.00000	0.10871	M	33.69079	210.49526	-62.67949	0	
4	1.64418	88.10959	0.18496	0.18496	0.09269	0.14240	1.67690	1.43005	3.35783	5.19836	0.00000	0.04491	0.23806	0.04576	0.13304	0.03592	119.70418	4.01483	1.29885	0.14000	3054.00000	0.10871	M	33.69079	210.49526	-62.67949	0	
4	0.60720	41.02929	0.11112	0.11112	0.01028	0.08555	1.67690	5.66008	5.82764	1.96930	0.00000	0.12442	0.59466	0.03370	0.25509	0.00018	131.89486	0.14236	1.29885	0.14000	3054.00000	0.10871	M	33.69079	210.49526	-62.67949	0	
4	2.55541	2.72443	0.01822	0.01822	0.01338	0.01403	1.67690	5.52929	1.16195	1.67311	0.00000	4.62731	0.60759	0.03546	0.46854	0.18272	323.08260	20.24381	1.29885	0.14000	3054.00000	0.10871	M	33.69079	210.49526	-62.67949	0	
4	4.00346	0.69116	0.00730	0.00730	0.00556	0.00562	1.67690	3.93016	2.10875	1.18683	0.00000	28.81338	0.38044	0.08083	0.21114	0.39828	572.09260	35.44121	1.29885	0.14000	3054.00000	0.10871	M	33.69079	210.49526	-62.67949	0	
6	1.29106	21.02021	0.07115	0.07115	0.05477	0.05478	0.85110	5.53939	4.34397	5.06715	0.00000	0.30352	0.41312	0.02904	0.50673	0.31319	180.81270	2.82183	1.29885	0.14000	3054.00000	0.10871	M	62.37537	210.49526	-62.67949	0	
6	1.08580	116.78852	0.22318	0.22318	0.17103	0.17183	0.85110	1.01742	3.58909	5.96441	0.00000	0.03084	0.73225	0.00112	0.30788	0.36806	83.90110	0.76388	1.29885	0.14000	3054.00000	0.10871	M	62.37537	210.49526	-62.67949	0	
6	15.36344	97.20372	0.19748	0.19748	0.12772	0.15204	0.85110	5.04865	0.39311	5.08431	0.00000	0.03940	0.45395	0.00998	0.02595	0.63765	106.59017	4735.85502	1.29885	0.14000	3054.00000	0.10871	M	62.37537	210.49526	-62.67949	0	
7	1.19160	205.48306	0.32527	0.32527	0.17918	0.25043	1.10291	4.13807	3.49890	3.68332	0.00000	0.01452	0.12565	0.06087	0.32269	0.05045	93.42576	2.06734	1.29885	0.14000	3054.00000	0.10871	M	16.07902	210.49526	-62.67949	0	
7	1.44034	50.85621	0.12822	0.12822	0.09692	0.09872	1.10291	5.37082	1.04974	2.30633	0.00000	0.09345	0.05598	0.07516	0.06213	0.41905	151.68214	2.59716	1.29885	0.14000	3054.00000	0.10871	M	16.07902	210.49526	-62.67949	0	
8	1.57439	44.29899	0.11695	0.11695	0.08701	0.09004	2.45699	4.69175	5.15826	1.54389	0.00000	0.11233	0.65135	0.03175	0.47326	0.20028	123.81411	3.13020	1.29885	0.14000	3054.00000	0.10871	M	159.71849	210.49526	-62.67949	0	
8	0.95366	5.06612	0.02755	0.02755	0.01706	0.02121	2.45699	5.85721	4.41095	3.79241	0.00000	2.02362	0.78356	0.09276	0.58507	0.07928	226.41890	1.04267	1.29885	0.14000	3054.00000	0.10871	M	159.71849	210.49526	-62.67949	0	
8	0.59779	6.70727	0.03322	0.03322	0.02485	0.02558	2.45699	5.82879	2.68180	3.98436	0.00000	1.39199	0.17830	0.02660	0.18048	0.20909	287.82842	0.21555	1.29885	0.14000	3054.00000	0.10871	M	159.71849	210.49526	-62.67949	0	
8	7.81177	402.26444	0.50902	0.50902	0.36937	0.39190	2.45699	0.58563	3.36708	2.35940	0.00000	0.00593	0.54309	0.04913	0.52386	0.50332	63.49756	40.13808	1.29885	0.14000	3054.00000	0.10871	M	159.71849	210.49526	-62.67949	0	
9	1.35929	272.28335	0.39241	0.39241	0.30031	0.30212	1.02324	2.33891	5.99480	0.16009	0.00000	0.00998	0.67234	0.06052	0.47552	0.37483	66.55055	4.73949	1.29885	0.14000	3054.00000	0.10871	M	14.46703	210.49526	-62.67949	0	
9	0.73217	2.15291	0.01557	0.01557	0.00998	0.01199	1.02324	3.60915	0.15311	3.69503	0.00000	6.33375	0.76173	0.01207	0.37520	0.64575	308.48183	0.60805	1.29885	0.14000	3054.00000	0.10871	M	14.46703	210.49526	-62.67949	0	
9	0.68172	41.90343	0.11269	0.11269	0.08384	0.08676	1.02324	0.11887	4.51385	1.46297	0.00000	0.12098	0.33129	0.04127	0.39455	0.45768	148.43262	0.23419	1.29885	0.14000	3054.00000	0.10871	M	14.46703	210.49526	-62.67949	0	
9	8.77429	368.51122	0.48013	0.48013	0.21407	0.36966	1.02324	5.25642	0.07584	4.93816	0.00000	0.00666	0.53919	0.04827	0.08716	0.83932	65.51907	46.41011	1.29885	0.14000	3054.00000	0.10871	M	14.46703	210.49526	-62.67949	0	
0	0.59073	354.35852	1.02379	1.02379	0.71449	0.77276	2.31144	0.42039	3.27518	5.60722	0.00000	1.35320	0.09840	0.04517	0.40509	0.15122	292.50962	1.78795	1.32484	1.20000	5750.00000	1.13979	G	26.70566	210.66014	-60.83399	1	
0	2.67633	384.12316	1.08034	1.08034	0.75002	0.81545	2.31144	0.78370	4.69874	5.28677	0.00000	1.21523	0.27645	0.02391	0.04384	0.53940	269.51235	5.36760	1.32484	1.20000	5750.00000	1.13979	G	26.70566	210.66014	-60.83399	1	
1	1.72597	8.22840	0.08333	0.08333	0.05891	0.06290	1.63460	1.63996	4.79705	1.12762	0.00000	204.26798	0.27908	0.09040	0.23533	0.51312	969.54473	1.94262	1.32484	1.20000	5750.00000	1.13979	G	4.48060	210.66014	-60.83399	1	
1	1.23169	100.74129	0.44264	0.44264	0.26964	0.33411	1.63460	6.13763	4.55499	4.23664	0.00000	7.23898	0.51048	0.06342	0.48119	0.08038	381.86360	5.59494	1.32484	1.20000	5750.00000	1.13979	G	4.48060	210.66014	-60.83399	1	
1	0.71870	173.95284	0.63709	0.63709	0.44640	0.48088	1.63460	1.63182	1.87840	1.64500	0.00000	3.49445	0.06612	0.00604	0.43489	0.52650	374.07961	0.43633	1.32484	1.20000	5750.00000	1.13979	G	4.48060	210.66014	-60.83399	1	
2	0.69636	9.74246	0.09326	0.09326	0.05721	0.07039	1.05834	1.44825	5.34024	4.81687	0.00000	163.07822	0.38026	0.01957	0.05799	0.66543	882.46615	0.21112	1.32484	1.20000	5750.00000	1.13979	G	55.02643	210.66014	-60.83399	1	
2	1.55509	5.54553	0.06405	0.06405	0.03645	0.04835	1.05834	5.92984	0.52967	1.75789	0.00000	345.69754	0.65247	0.05491	0.45771	0.06136	921.44042	4.27259	1.32484	1.20000	5750.00000	1.13979	G	55.02643	210.66014	-60.83399	1	
2	0.82649	29.39511	0.19473	0.19473	0.13658	0.14698	1.05834	5.66230	1.75318	4.09211	0.00000	37.40419	0.30139	0.04992	0.23751	0.52509	629.26641	0.66065	1.32484	1.20000	5750.00000	1.13979	G	55.02643	210.66014	-60.83399	1	
3	3.34552	272.46035	0.85924	0.85924	0.33223	0.64857	1.95287	1.77965	5.76878	4.83854	0.00000	1.92110	0.75630	0.09799	0.28637	0.87487	230.22253	18.63203	1.32484	1.20000	5750.00000	1.13979	G	10.95197	210.66014	-60.83399	1	
3	0.83159	14.50317	0.12159	0.12159	0.07960	0.09178	1.95287	2.44462	0.03713	5.67988	0.00000	95.94076	0.48776	0.05007	0.16617	0.60749	736.91060	0.63380	1.32484	1.20000	5750.00000	1.13979	G	10.95197	210.66014	-60.83399	1	
3	0.53551	12.10903	0.10781	0.10781	0.08134	0.08138	1.95287	5.66417	0.92581	5.39080	0.00000	122.03228	0.36733	0.02686	0.42135	0.30296	825.01012	0.09402	1.32484	1.20000	5750.00000	1.13979	G	10.95197	210.66014	-60.83399	1	
4	0.96357	0.64451	0.01525	0.01525	0.01005	0.01151	0.74003	1.66059	1.72935	5.36341	0.00000	6095.14425	0.75599	0.02450	0.04060	0.11296	1728.39635	0.79624	1.32484	1.20000	5750.00000	1.13979	G	424.67255	210.66014	-60.83399	1	
4	0.62290	76.88709	0.36967	0.36967	0.27890	0.27903	0.74003	5.26533	0.71755	5.61151	0.00000	10.37885	0.38705	0.07767	0.14881	0.30300	442.01783	0.14839	1.32484	1.20000	5750.00000	1.13979	G	424.67255	210.66014	-60.83399	1	
5	0.72939	188.50963	0.67216	0.67216	0.41013	0.50735	2.41261	2.45572	1.29054	0.76724	0.00000	3.13937	0.75747	0.06445	0.32289	0.08092	259.98519	0.23910	1.32484	1.20000	5750.00000	1.13979	G	136.80947	210.66014	-60.83399	1	
5	3.35157	205.53133	0.71203	0.71203	0.52580	0.53745	2.41261	2.98740	5.03347	0.93365	0.00000	2.79758	0.31663	0.07016	0.55646	0.42868	327.26937	22.92664	1.32484	1.20000	5750.00000	1.13979	G	136.80947	210.66014	-60.83399	1	
5	1.28070	441.03310	1.18457	1.18457	0.86439	0.89413	2.41261	0.24314	1.50483	2.03084	0.00000	1.01079	0.24593	0.08366	0.12925	0.45666	260.05415	2.24617	1.32484	1.20000	5750.00000	1.13979	G	136.80947	210.66014	-60.83399	1	
5	0.59061	1.61093	0.02810	0.02810	0.01617	0.02121	2.41261	2.60803	1.71057	5.90268	0.00000	1796.87399	0.08321	0.04878	0.34494	0.06415	1773.13807	0.09020	1.32484	1.20000	5750.00000	1.13979	G	136.80947	210.66014	-60.83399	1	
5	2.50937	8.60119	0.08583	0.08583	0.05094	0.06478	2.41261	5.35814	6.21594	2.02157	0.00000	192.54963	0.71795	0.04349	0.32875	0.07238	755.54747	4.09898	1.32484	1.20000	5750.00000	1.13979	G	136.80947	210.66014	-60.83399	1	
6	0.50434	139.77414	0.55064	0.55064	0.41348	0.41563	2.82017	1.16579	6.08637	0.52361	0.00000	4.67791	0.66151	0.01590	0.28424	0.26924	312.20785	0.13102	1.32484	1.20000	5750.00000	1.13979	G	46.51985	210.66014	-60.83399	1	
6	1.14406	145.25831	0.56495	0.56495	0.42458	0.42643	2.82017	4.28843	1.44456	1.39855	0.00000	4.44392	0.56146	0.08721	0.40868	0.27323	328.84377	1.42320	1.32484	1.20000	5750.00000	1.13979	G	46.51985	210.66014	-60.83399	1	
6	0.56315	12.67454	0.11114	0.11114	0.07959	0.08389	2.82017	3.66132	0.08688	4.61162	0.00000	114.82702	0.08615	0.02681	0.11998	0.49227	890.79213	0.19032	1.32484	1.20000	5750.00000	1.13979	G	46.51985	210.66014	-60.83399	1	
6	2.63170	85.06821	0.39545	0.39545	0.28333	0.29849	2.82017	3.95214	0.19974	1.45912	0.00000	9.06979	0.26095	0.02072	0.27833	0.17686	447.83024	12.05291	1.32484	1.20000	5750.00000	1.13979	G	46.51985	210.66014	-60.83399	1	
8	1.81510	3.73488	0.04922	0.04922	0.01691	0.03715	1.66277	2.98847	1.20963	3.03862	0.00000	585.57862	0.69145	0.06068	0.37327	0.90137	1020.40757	3.00300	1.32484	1.20000	5750.00000	1.13979	G	161.94819	210.66014	-60.83399	1	
8	1.62844	427.86542	1.16088	1.16088	0.08048	0.87624	1.66277	0.78990	1.16406	3.54771	0.00000	1.05247	0.31341	0.07629	0.44543	0.99586	256.60948	4.83882	1.32484	1.20000	5750.00000	1.13979	G	161.94819	210.66014	-60.83399	1	
9	0.53304	59.36982	0.31114	0.31114	0.23119	0.23485	0.70498	0.35908	5.00995	4.68993	0.00000	14.65096	0.21885	0.08274	0.21674	0.41127	511.91242	0.03854	1.32484	1.20000	5750.00000	1.13979	G	8.12377	210.66014	-60.83399	1	
9	0.58115	393.86133	1.09853	1.09853	0.82857	0.82918	0.70498	3.59774	1.34398	1.73873	0.00000	1.17534	0.27919	0.04689	0.41194	0.29947	267.01927	0.11569	1.32484	1.20000	5750.00000	1.13979	G	8.12377	210.66014	-60.83399	1	
9	1.49336	20.04487	0.15086	0.15086	0.08998	0.11387	0.70498	1.76021	3.87378	1.16954	0.00000	62.31839	0.28893	0.03280	0.36367	0.68664	718.08865	5.48009	1.32484	1.20000	5750.00000	1.13979	G	8.12377	210.66014	-60.83399	1	
0	1.30293	312.91362	0.87719	0.87719	0.62706	0.66211	1.73948	6.03864	3.52107	2.43036	0.00000	0.38337	0.48821	0.04230	0.55685	0.49540	185.23457	1.75125	1.32484	0.72000	5013.00000	0.91942	K	60.59000	210.65974	-60.83753	2	
0	0.67789	4.70662	0.05345	0.05345	0.02080	0.04034	1.73948	3.98766	2.09535	2.09981	0.00000	103.25325	0.60854	0.08628	0.07402	0.87323	701.76942	0.16460	1.32484	0.72000	5013.00000	0.91942	K	60.59000	210.65974	-60.83753	2	
1	1.70084	1.62697	0.02633	0.02633	0.01795	0.01987	0.62485	4.86441	5.71198	6.03230	0.00000	425.60602	0.28098	0.06459	0.11790	0.56228	1164.08052	2.54385	1.32484	0.72000	5013.00000	0.91942	K	37.86736	210.65974	-60.83753	2	
3	0.81719	192.77237	0.63510	0.63510	0.44248	0.47938	1.47838	6.06247	4.39516	5.42631	0.00000	0.73135	0.45432	0.04592	0.46146	0.53453	221.21316	1.00030	1.32484	0.72000	5013.00000	0.91942	K	4.93256	210.65974	-60.83753	2	
3	0.54697	4.45384	0.05152	0.05152	0.02683	0.03889	1.47838	5.99378	1.03927	6.05766	0.00000	111.13956	0.79157	0.09728	0.22842	0.04420	610.59709	0.13102	1.32484	0.72000	5013.00000	0.91942	K	4.93256	210.65974	-60.83753	2	
3	1.86434	0.68894	0.01485	0.01485	0.01100	0.01121	1.47838	2.00593	2.52317	0.42774	0.00000	1338.46085	0.41554	0.06606	0.03025	0.22963	1471.92697	4.73949	1.32484	0.72000	5013.00000	0.91942	K	4.93256	210.65974	-60.83753	2	
4	1.33709	167.57778	0.57848	0.57848	0.39883	0.43664	0.42207	5.72880	5.60486	2.36220	0.00000	0.88151	0.39579	0.08275	0.28542	0.14154	237.76647	1.90274	1.32484	0.72000	5013.00000	0.91942	K	42.13217	210.65974	-60.83753	2	
4	0.68800	120.34310	0.46390	0.46390	0.33205	0.35016	0.42207	1.98664	3.72447	3.44511	0.00000	1.37074	0.35512	0.06434	0.33242	0.17578	269.86983	0.14236	1.32484	0.72000	5013.00000	0.91942	K	42.13217	210.65974	-60.83753	2	
4	4.00751	97.68182	0.40366	0.40366	0.29980	0.30469	0.42207	0.29423	4.01470	1.81798	0.00000	1.81036	0.14383	0.05149	0.15064	0.41257	310.54675	25.43199	1.32484	0.72000	5013.00000	0.91942	K	42.13217	210.65974	-60.83753	2	
5	0.50180	408.47590	1.04774	1.04774	0.71173	0.79085	2.38927	3.63920	1.21300	2.62050	0.00000	0.26872	0.58856	0.04671	0.16091	0.56706	160.48935	0.07330	1.32484	0.72000	5013.00000	0.91942	K	19.73952	210.65974	-60.83753	2	
6	1.77370	26.07072	0.16733	0.16733	0.11838	0.12630	1.49452	2.34502	0.88322	5.04274	0.00000	10.53525	0.17243	0.00091	0.44380	0.51219	478.25377	3.54503	1.32484	0.72000	5013.00000	0.91942	K	19.88572	210.65974	-60.83753	2	
6	6.68230	31.32895	0.18914	0.18914	0.11418	0.14276	1.49452	5.96421	4.23621	5.83458	0.00000	8.24621	0.31729	0.03046	0.05009	0.67773	428.71455	15.78324	1.32484	0.72000	5013.00000	0.91942	K	19.88572	210.65974	-60.83753	2	
7	0.57483	130.49764	0.48964	0.48964	0.34755	0.36959	2.46620	4.76540	3.50941	0.20748	0.00000	1.23040	0.64526	0.04706	0.39284	0.50699	226.22190	0.15150	1.32484	0.72000	5013.00000	0.91942	K	16.10299	210.65974	-60.83753	2	
7	6.66489	89.34607	0.38036	0.38036	0.28367	0.28710	2.46620	1.21489	1.16781	5.36432	0.00000	2.03899	0.05787	0.00380	0.26178	0.24507	327.66325	23.40714	1.32484	0.72000	5013.00000	0.91942	K	16.10299	210.65974	-60.83753	2	
8	0.52382	28.25394	0.17655	0.17655	0.02746	0.13326	1.68793	1.78163	0.11662	1.28242	0.00000	9.46404	0.58558	0.08503	0.19388	0.00094	391.67368	0.09209	1.32484	0.72000	5013.00000	0.91942	K	2.97146	210.65974	-60.83753	2	
8	0.50979	463.43611	1.13974	1.13974	0.14906	0.86028	1.68793	0.66724	0.10961	4.47361	0.00000	0.22709	0.47538	0.06953	0.35182	0.98543	163.51478	0.06082	1.32484	0.72000	5013.00000	0.91942	K	2.97146	210.65974	-60.83753	2	
9	1.08426	479.22921	1.16549	1.16549	0.86719	0.87972	2.21998	2.85590	3.66948	5.54259	0.00000	0.21717	0.73139	0.08694	0.43286	0.23874	136.78053	3.69518	1.32484	0.72000	5013.00000	0.91942	K	7.90439	210.65974	-60.83753	2	
9	0.76292	104.80292	0.42305	0.42305	0.30671	0.31932	2.21998	3.59300	4.27449	1.65177	0.00000	1.64823	0.07004	0.08856	0.05234	0.46988	309.68231	0.51508	1.32484	0.72000	5013.00000	0.91942	K	7.90439	210.65974	-60.83753	2	
0	2.06182	1.33996	0.01314	0.01314	0.00715	0.00717	1.16621	5.94292	3.93709	2.41681	0.00000	20.30464	0.04669	0.02855	0.58954	0.28650	583.78573	10.00046	1.83352	0.19000	3222.00000	0.16852	M	7.47016	255.96347	4.69339	3	
0	1.36269	247.92721	0.42665	0.42665	0.22692	0.23269	1.16621	4.20668	2.92607	0.45878	0.00000	0.01926	0.26691	0.06307	0.09191	0.43686	95.93782	1.78795	1.83352	0.19000	3222.00000	0.16852	M	7.47016	255.96347	4.69339	3	
1	2.94115	471.76414	0.65514	0.65514	0.35158	0.35732	2.80368	4.14390	0.31517	5.39941	0.00000	0.00817	0.35984	0.07857	0.09436	0.41265	74.84089	4.94024	1.83352	0.19000	3222.00000	0.16852	M	44.23813	255.96347	4.69339	3	
1	0.75243	52.29258	0.15118	0.15118	0.08232	0.08245	2.80368	0.42540	5.14357	1.30927	0.00000	0.15339	0.23181	0.09554	0.03539	0.29082	163.06571	0.28226	1.83352	0.19000	3222.00000	0.16852	M	44.23813	255.96347	4.69339	3	
1	2.80568	197.29868	0.36638	0.36638	0.19375	0.19983	2.80368	3.80724	6.22147	0.89177	0.00000	0.02611	0.45478	0.00717	0.52149	0.20556	96.14125	9.01530	1.83352	0.19000	3222.00000	0.16852	M	44.23813	255.96347	4.69339	3	
1	0.89767	262.73305	0.44347	0.44347	0.23094	0.24187	2.80368	0.40467	2.36126	5.03347	0.00000	0.01783	0.02149	0.08159	0.55758	0.18389	101.14525	0.71780	1.83352	0.19000	3222.00000	0.16852	M	44.23813	255.96347	4.69339	3	
2	1.20417	129.14748	0.27621	0.27621	0.14858	0.15065	0.43889	0.82915	4.96347	1.71849	0.00000	0.04595	0.49528	0.03764	0.49077	0.24015	108.61135	1.15661	1.83352	0.19000	3222.00000	0.16852	M	29.86305	255.96347	4.69339	3	
2	1.09949	5.74185	0.03466	0.03466	0.01795	0.01891	0.43889	1.89577	4.83867	2.27528	0.00000	2.91731	0.07388	0.06782	0.11581	0.17722	356.82764	1.94262	1.83352	0.19000	3222.00000	0.16852	M	29.86305	255.96347	4.69339	3	
2	2.42762	192.33294	0.36021	0.36021	0.18712	0.19646	0.43889	0.51744	2.40859	3.07529	0.00000	0.02702	0.30990	0.05393	0.39727	0.48551	102.84559	3.40098	1.83352	0.19000	3222.00000	0.16852	M	29.86305	255.96347	4.69339	3	
2	4.48352	441.08769	0.62643	0.62643	0.31461	0.34165	0.43889	5.25278	0.39816	3.90543	0.00000	0.00893	0.02877	0.05548	0.23305	0.53779	84.94376	28.80238	1.83352	0.19000	3222.00000	0.16852	M	29.86305	255.96347	4.69339	3	
3	1.23370	13.96953	0.06271	0.06271	0.01983	0.03420	1.29466	0.22231	4.02517	1.24791	0.00000	0.89154	0.69209	0.03403	0.43187	0.83895	201.46015	1.75125	1.83352	0.19000	3222.00000	0.16852	M	3.89737	255.96347	4.69339	3	
3	2.40644	194.46525	0.36287	0.36287	0.14413	0.19791	1.29466	4.96026	0.40838	0.38439	0.00000	0.02662	0.60504	0.04559	0.21211	0.05386	89.12514	9.39715	1.83352	0.19000	3222.00000	0.16852	M	3.89737	255.96347	4.69339	3	
4	3.01880	171.83918	0.33415	0.33415	0.18220	0.18224	1.81652	5.30507	3.19154	3.11498	0.00000	0.03140	0.43479	0.00367	0.41763	0.30708	101.58268	8.12718	1.83352	0.19000	3222.00000	0.16852	M	3.34407	255.96347	4.69339	3	
4	5.25202	139.87013	0.29130	0.29130	0.13144	0.15887	1.81652	2.24455	2.75602	6.05110	0.00000	0.04131	0.08809	0.06249	0.56256	0.08913	122.61827	24.90992	1.83352	0.19000	3222.00000	0.16852	M	3.34407	255.96347	4.69339	3	
5	2.06678	145.60674	0.29921	0.29921	0.16203	0.16319	1.18263	0.97277	6.13758	0.01647	0.00000	0.03916	0.21583	0.05868	0.15173	0.38017	116.50655	6.07894	1.83352	0.19000	3222.00000	0.16852	M	28.95853	255.96347	4.69339	3	
6	0.63825	146.67198	0.30067	0.30067	0.16115	0.16398	2.06894	1.36480	0.52314	5.54779	0.00000	0.03878	0.60207	0.02990	0.57545	0.41631	98.09446	0.18642	1.83352	0.19000	3222.00000	0.16852	M	36.70047	255.96347	4.69339	3	
6	0.75264	349.36516	0.53626	0.53626	0.29226	0.29247	2.06894	2.14813	5.86621	0.46064	0.00000	0.01219	0.48467	0.05342	0.58615	0.29937	78.35563	0.28226	1.83352	0.19000	3222.00000	0.16852	M	36.70047	255.96347	4.69339	3	
6	5.68712	404.83340	0.59161	0.59161	0.25288	0.32267	2.06894	4.29347	0.06112	2.29518	0.00000	0.01002	0.31526	0.09839	0.47513	0.07141	80.09372	23.89771	1.83352	0.19000	3222.00000	0.16852	M	36.70047	255.96347	4.69339	3	
7	1.66933	87.28320	0.21272	0.21272	0.11496	0.11602	1.86286	1.38489	1.56379	4.86076	0.00000	0.07747	0.23337	0.02607	0.14943	0.25375	137.39725	2.15490	1.83352	0.19000	3222.00000	0.16852	M	32.67637	255.96347	4.69339	3	
7	4.24798	0.50126	0.00682	0.00682	0.00367	0.00372	1.86286	1.80333	1.83903	4.62307	0.00000	75.32891	0.58748	0.08184	0.38954	0.23773	657.12553	13.09556	1.83352	0.19000	3222.00000	0.16852	M	32.67637	255.96347	4.69339	3	
8	0.57389	370.72024	0.55789	0.55789	0.26396	0.30427	1.55001	0.47279	4.11868	4.78537	0.00000	0.01126	0.20464	0.08910	0.01508	0.10986	85.62500	0.04645	1.83352	0.19000	3222.00000	0.16852	M	13.10669	255.96347	4.69339	3	
9	0.80428	1.21648	0.01232	0.01232	0.00671	0.00672	1.84668	6.03197	6.11020	3.36644	0.00000	23.09810	0.05080	0.09628	0.14918	0.34365	602.25368	0.35459	1.83352	0.19000	3222.00000	0.16852	M	2.64328	255.96347	4.69339	3	
9	1.96271	325.87462	0.51194	0.51194	0.26825	0.27921	1.84668	4.20878	2.22571	4.35006	0.00000	0.01338	0.43258	0.02563	0.13903	0.19189	82.14879	6.33642	1.83352	0.19000	3222.00000	0.16852	M	2.64328	255.96347	4.69339	3	
9	0.52696	84.25391	0.20777	0.20777	0.03092	0.11332	1.84668	4.68884	2.41574	2.31281	0.00000	0.08121	0.71941	0.02202	0.44933	0.96428	108.13424	0.10871	1.83352	0.19000	3222.00000	0.16852	M	2.64328	255.96347	4.69339	3	
9	1.91134	35.93699	0.11773	0.11773	0.06334	0.06421	1.84668	5.42165	5.99996	0.45425	0.00000	0.25293	0.55164	0.01487	0.44840	0.24071	161.51112	9.01530	1.83352	0.19000	3222.00000	0.16852	M	2.64328	255.96347	4.69339	3	
9	3.90394	385.11018	0.57224	0.57224	0.28355	0.31210	1.84668	1.67761	0.92357	5.80882	0.00000	0.01071	0.72725	0.08753	0.39194	0.13761	64.69734	24.39857	1.83352	0.19000	3222.00000	0.16852	M	2.64328	255.96347	4.69339	3	
0	0.55505	16.68878	0.05743	0.05743	0.01671	0.02407	1.01018	5.24687	0.71063	3.44704	0.00000	0.31865	0.42096	0.00487	0.17383	0.76506	182.41156	0.15150	2.38607	0.12000	3000.00000	0.09071	M	16.91785	150.94135	7.01466	4	
1	0.84600	209.81822	0.31052	0.31052	0.12875	0.13014	0.36073	1.21055	0.65915	5.19813	0.00000	0.01090	0.39989	0.06089	0.47049	0.39461	79.15137	5.25741	2.38607	0.12000	3000.00000	0.09071	M	49.87197	150.94135	7.01466	4	
1	8.83927	345.66665	0.43314	0.43314	0.17557	0.18153	0.36073	3.10250	0.03158	0.77244	0.00000	0.00560	0.58026	0.05171	0.19315	0.20156	61.28779	53.66222	2.38607	0.12000	3000.00000	0.09071	M	49.87197	150.94135	7.01466	4	
