nMC	Rp	Porb	a	rp	ang_sep	ang_sep_max	inc	Omega	omega	theta	ecc	Finc	Abond	AgeomMIR	AgeomVIS	f	Tp	Mp	dist	Rs	Ts	Ms	stype	zodis	ra	dec	nstar	
7	0.55046	2.22684	0.03322	0.03322	0.00162	0.00199	1.98329	3.87384	2.22965	3.36803	0.00000	749.92255	0.13408	0.00666	0.01257	0.66351	1404.97961	0.08653	16.69449	0.94000	5678.00000	0.98596	G	12.08720	90.22925	-23.86194	257	
8	1.84166	75.97473	0.34944	0.34944	0.01842	0.02093	1.79585	0.65222	0.91213	2.73873	0.00000	6.77710	0.65348	0.04531	0.37815	0.59260	344.54015	5.14948	16.69449	0.94000	5678.00000	0.98596	G	6.43332	90.22925	-23.86194	257	
8	0.79995	18.88288	0.13814	0.13814	0.00739	0.00827	1.79585	3.68818	5.25328	4.65237	0.00000	43.36891	0.46573	0.03836	0.57166	0.57669	610.63511	0.48401	16.69449	0.94000	5678.00000	0.98596	G	6.43332	90.22925	-23.86194	257	
0	1.96577	1.30408	0.03002	0.03002	0.00093	0.00180	1.21078	5.95593	4.31007	0.81897	0.00000	5632.55253	0.28813	0.04751	0.01743	0.87238	2214.74075	4.94024	16.69728	1.80000	6457.00000	2.12099	F	46.79518	0.15297	59.14978	258	
0	0.66668	312.62161	1.15833	1.15833	0.06803	0.06937	1.21078	4.72006	1.37806	5.11604	0.00000	3.78228	0.70251	0.04783	0.44468	0.22647	286.64986	0.23419	16.69728	1.80000	6457.00000	2.12099	F	46.79518	0.15297	59.14978	258	
1	0.78573	0.91053	0.02362	0.02362	0.00052	0.00141	1.20375	3.72627	2.46285	5.47328	0.00000	9093.28864	0.08076	0.08060	0.41152	0.00555	2661.23963	0.28817	16.69728	1.80000	6457.00000	2.12099	F	69.03692	0.15297	59.14978	258	
1	0.72961	488.57210	1.55993	1.55993	0.08114	0.09342	1.20375	5.15958	3.67157	3.17141	0.00000	2.08549	0.63312	0.09421	0.31302	0.11045	260.30270	0.45481	16.69728	1.80000	6457.00000	2.12099	F	69.03692	0.15297	59.14978	258	
1	1.11811	269.44567	1.04906	1.04906	0.04099	0.06283	1.20375	0.59715	5.71703	1.51361	0.00000	4.61124	0.33758	0.06398	0.03880	0.03621	367.94585	0.81293	16.69728	1.80000	6457.00000	2.12099	F	69.03692	0.15297	59.14978	258	
2	1.30836	171.27702	0.77556	0.77556	0.04087	0.04645	0.54888	0.03825	6.21329	2.06572	0.00000	8.43686	0.07308	0.05830	0.07285	0.11734	465.42698	2.76391	16.69728	1.80000	6457.00000	2.12099	F	2.74309	0.15297	59.14978	258	
4	0.52138	5.42235	0.07761	0.07761	0.00455	0.00465	0.20934	4.71950	6.08334	1.67396	0.00000	842.42074	0.10234	0.06753	0.10303	0.22172	1459.50748	0.11099	16.69728	1.80000	6457.00000	2.12099	F	49.29833	0.15297	59.14978	258	
4	0.52497	276.95395	1.06846	1.06846	0.06398	0.06399	0.20934	4.78628	5.68781	3.66262	0.00000	4.44532	0.20220	0.01334	0.10092	0.31063	381.93970	0.07484	16.69728	1.80000	6457.00000	2.12099	F	49.29833	0.15297	59.14978	258	
5	0.96593	207.62623	0.88174	0.88174	0.04597	0.05281	0.72676	3.98471	1.42434	0.88314	0.00000	6.52735	0.26982	0.02876	0.08148	0.11162	411.23335	1.15661	16.69728	1.80000	6457.00000	2.12099	F	179.77528	0.15297	59.14978	258	
6	1.45205	23.85854	0.20841	0.20841	0.00780	0.01248	0.92837	0.57945	3.41430	1.52302	0.00000	116.83896	0.54508	0.02841	0.45690	0.81169	751.49632	1.86368	16.69728	1.80000	6457.00000	2.12099	F	8.97804	0.15297	59.14978	258	
6	1.02899	258.99311	1.02175	1.02175	0.05510	0.06119	0.92837	4.35082	1.40075	5.45702	0.00000	4.86103	0.00791	0.09105	0.29272	0.13138	412.44513	0.95965	16.69728	1.80000	6457.00000	2.12099	F	8.97804	0.15297	59.14978	258	
6	8.52652	69.18649	0.42381	0.42381	0.02515	0.02538	0.92837	5.79517	2.40319	0.90740	0.00000	28.25430	0.20183	0.02327	0.56162	0.38853	606.51413	64.67564	16.69728	1.80000	6457.00000	2.12099	F	8.97804	0.15297	59.14978	258	
7	0.57150	417.30864	1.40429	1.40429	0.06384	0.08410	2.42008	4.39675	1.30485	0.43603	0.00000	2.57337	0.76280	0.09908	0.08679	0.06302	246.00932	0.07801	16.69728	1.80000	6457.00000	2.12099	F	52.86938	0.15297	59.14978	258	
8	0.57231	3.73196	0.06050	0.06050	0.00271	0.00362	1.46343	1.14170	0.82151	3.05217	0.00000	1386.32043	0.16611	0.03318	0.09331	0.72391	1622.89041	0.04549	16.69728	1.80000	6457.00000	2.12099	F	27.59299	0.15297	59.14978	258	
9	2.33250	45.42837	0.32016	0.32016	0.01869	0.01917	2.59266	2.62787	5.76956	0.95572	0.00000	49.50815	0.00059	0.06591	0.32296	0.21466	738.16102	13.93632	16.69728	1.80000	6457.00000	2.12099	F	10.10210	0.15297	59.14978	258	
9	2.55157	204.57982	0.87309	0.87309	0.04491	0.05229	2.59266	0.83766	1.76745	3.13612	0.00000	6.65726	0.13952	0.00841	0.49235	0.61721	430.58149	7.96035	16.69728	1.80000	6457.00000	2.12099	F	10.10210	0.15297	59.14978	258	
0	2.89111	1.45063	0.02466	0.02466	0.00147	0.00148	1.86894	6.26793	1.32504	1.69851	0.00000	478.52368	0.28961	0.08671	0.13794	0.26404	1195.07779	6.74323	16.71123	0.71500	5013.00000	0.95004	K	74.00832	285.51888	58.58601	259	
1	2.16117	14.70402	0.11548	0.11548	0.00684	0.00691	0.42533	0.94277	1.37800	4.54367	0.00000	21.81369	0.31183	0.01389	0.39909	0.39468	547.83856	6.88456	16.71123	0.71500	5013.00000	0.95004	K	46.15959	285.51888	58.58601	259	
2	3.26655	268.31412	0.80042	0.80042	0.04778	0.04790	0.99519	5.89461	0.48272	5.88547	0.00000	0.45407	0.56778	0.06543	0.31734	0.28351	185.24695	12.05291	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
2	1.97712	3.26194	0.04232	0.04232	0.00208	0.00253	0.99519	2.93113	2.41490	6.25826	0.00000	162.43362	0.74479	0.00044	0.57946	0.08572	706.21900	2.39038	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
2	1.07330	124.97224	0.48095	0.48095	0.02047	0.02878	0.99519	0.77948	1.51913	3.77024	0.00000	1.25765	0.40131	0.02155	0.28550	0.75238	259.26092	0.90176	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
2	2.12864	181.71854	0.61729	0.61729	0.02019	0.03694	0.99519	0.10290	3.32142	4.59078	0.00000	0.76345	0.00145	0.06378	0.14702	0.01983	260.06552	3.33116	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
2	0.71523	0.94661	0.01855	0.01855	0.00090	0.00111	0.99519	6.22505	0.63161	3.28699	0.00000	845.43777	0.22295	0.07060	0.01445	0.66924	1409.05964	0.35459	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
2	1.13927	366.78226	0.98588	0.98588	0.05865	0.05900	0.99519	4.03171	5.31185	0.84163	0.00000	0.29930	0.77472	0.03716	0.28047	0.37443	141.82395	1.86368	16.71123	0.71500	5013.00000	0.95004	K	11.00793	285.51888	58.58601	259	
3	1.72270	52.48656	0.26972	0.26972	0.00953	0.01614	2.13550	1.40033	3.13868	1.87284	0.00000	3.99865	0.57340	0.04087	0.39953	0.83288	318.07583	3.19580	16.71123	0.71500	5013.00000	0.95004	K	22.58812	285.51888	58.58601	259	
3	3.47011	135.23337	0.50692	0.50692	0.02033	0.03033	2.13550	5.96155	3.97232	4.37981	0.00000	1.13205	0.70114	0.02840	0.01334	0.03984	212.26610	11.32578	16.71123	0.71500	5013.00000	0.95004	K	22.58812	285.51888	58.58601	259	
4	0.69093	391.31993	1.02938	1.02938	0.06103	0.06160	1.73057	1.59551	0.72100	2.55844	0.00000	0.27454	0.41004	0.01455	0.27554	0.38908	176.56408	0.26523	16.71123	0.71500	5013.00000	0.95004	K	70.49500	285.51888	58.58601	259	
4	0.53913	272.78888	0.80929	0.80929	0.02310	0.04843	1.73057	1.74957	0.27458	1.76917	0.00000	0.44416	0.69247	0.01276	0.22559	0.01273	169.20166	0.12312	16.71123	0.71500	5013.00000	0.95004	K	70.49500	285.51888	58.58601	259	
4	4.08182	31.27916	0.19101	0.19101	0.01057	0.01143	1.73057	3.19713	2.99882	3.68045	0.00000	7.97328	0.13080	0.07884	0.19140	0.15124	451.58040	36.94235	16.71123	0.71500	5013.00000	0.95004	K	70.49500	285.51888	58.58601	259	
4	4.66865	498.90040	1.21031	1.21031	0.07130	0.07242	1.73057	2.16439	1.04285	1.91990	0.00000	0.19859	0.28251	0.06773	0.28016	0.23542	170.99726	10.86556	16.71123	0.71500	5013.00000	0.95004	K	70.49500	285.51888	58.58601	259	
5	1.19623	114.65709	0.45410	0.45410	0.02717	0.02717	2.80352	2.61681	1.85672	1.34425	0.00000	1.41073	0.34506	0.06791	0.24934	0.32821	272.87093	2.70717	16.71123	0.71500	5013.00000	0.95004	K	20.08247	285.51888	58.58601	259	
5	0.94387	365.63831	0.98383	0.98383	0.05609	0.05887	2.80352	4.79283	6.18426	1.25576	0.00000	0.30054	0.79198	0.04100	0.23430	0.18127	139.17062	0.34018	16.71123	0.71500	5013.00000	0.95004	K	20.08247	285.51888	58.58601	259	
5	1.20194	220.93877	0.70318	0.70318	0.04078	0.04208	2.80352	6.05592	1.88079	5.23823	0.00000	0.58832	0.67935	0.08635	0.58638	0.20497	183.42459	1.23087	16.71123	0.71500	5013.00000	0.95004	K	20.08247	285.51888	58.58601	259	
6	2.29525	11.87722	0.10016	0.10016	0.00537	0.00599	2.44960	3.19833	0.75512	0.01128	0.00000	28.99730	0.39407	0.08287	0.14783	0.12875	569.82518	4.45356	16.71123	0.71500	5013.00000	0.95004	K	26.76303	285.51888	58.58601	259	
6	2.59079	80.42990	0.35851	0.35851	0.01677	0.02145	2.44960	4.94326	0.70842	3.79137	0.00000	2.26336	0.61345	0.07407	0.38591	0.69437	269.17609	3.69518	16.71123	0.71500	5013.00000	0.95004	K	26.76303	285.51888	58.58601	259	
6	0.72571	5.43631	0.05949	0.05949	0.00322	0.00356	2.44960	2.76597	0.49286	1.91691	0.00000	82.20625	0.52636	0.09659	0.53880	0.13452	695.23953	0.31310	16.71123	0.71500	5013.00000	0.95004	K	26.76303	285.51888	58.58601	259	
6	4.64663	309.05438	0.87952	0.87952	0.05154	0.05263	2.44960	2.86385	4.25942	2.34735	0.00000	0.37607	0.50014	0.01461	0.41787	0.22344	183.26274	40.97930	16.71123	0.71500	5013.00000	0.95004	K	26.76303	285.51888	58.58601	259	
7	0.70527	18.99314	0.13697	0.13697	0.00692	0.00820	1.03683	1.68186	2.94291	5.81050	0.00000	15.50654	0.42002	0.03292	0.10995	0.09741	481.97974	0.22006	16.71123	0.71500	5013.00000	0.95004	K	52.46297	285.51888	58.58601	259	
7	0.72076	178.40427	0.60976	0.60976	0.02640	0.03649	1.03683	5.59927	1.74223	2.32962	0.00000	0.78241	0.62273	0.03504	0.35204	0.74277	205.14829	0.22938	16.71123	0.71500	5013.00000	0.95004	K	52.46297	285.51888	58.58601	259	
8	1.18152	20.13632	0.14241	0.14241	0.00776	0.00852	0.56914	5.63445	3.35663	2.05381	0.00000	14.34401	0.75312	0.07364	0.32790	0.55227	381.79821	1.90274	16.71123	0.71500	5013.00000	0.95004	K	36.93860	285.51888	58.58601	259	
9	1.07787	186.72517	0.62857	0.62857	0.01619	0.03761	1.31483	4.80126	1.04543	4.03492	0.00000	0.73628	0.46052	0.03419	0.17901	0.91182	220.95308	3.77263	16.71123	0.71500	5013.00000	0.95004	K	49.78085	285.51888	58.58601	259	
9	5.84347	25.82637	0.16811	0.16811	0.00300	0.01006	1.31483	1.39559	4.17782	3.51156	0.00000	10.29341	0.41731	0.01546	0.36034	0.00293	435.55669	28.21113	16.71123	0.71500	5013.00000	0.95004	K	49.78085	285.51888	58.58601	259	
0	0.99920	2.12739	0.03308	0.03308	0.00109	0.00198	1.95956	0.58276	2.20128	5.20632	0.00000	810.11957	0.48636	0.03708	0.31025	0.02034	1257.03974	0.86512	16.72520	0.97300	5678.00000	1.06708	G	5.48336	60.08896	22.00890	260	
1	0.58960	21.56129	0.15494	0.15494	0.00908	0.00926	2.00914	1.66388	2.12613	3.93844	0.00000	36.93562	0.19471	0.05099	0.28568	0.42265	649.97304	0.08835	16.72520	0.97300	5678.00000	1.06708	G	28.97010	60.08896	22.00890	260	
1	0.53678	0.70912	0.01590	0.01590	0.00089	0.00095	2.00914	2.27810	2.78818	0.75808	0.00000	3505.22786	0.38152	0.08316	0.37646	0.51701	1899.13958	0.10429	16.72520	0.97300	5678.00000	1.06708	G	28.97010	60.08896	22.00890	260	
1	12.16498	84.65869	0.38561	0.38561	0.01532	0.02306	2.00914	0.98096	6.02128	2.43236	0.00000	5.96279	0.37756	0.06318	0.15695	0.03858	386.30683	595.11048	16.72520	0.97300	5678.00000	1.06708	G	28.97010	60.08896	22.00890	260	
3	2.00746	30.12563	0.19364	0.19364	0.00942	0.01158	2.19682	1.70323	5.33319	3.29086	0.00000	23.64632	0.64587	0.02013	0.59451	0.08301	473.45453	6.46922	16.72520	0.97300	5678.00000	1.06708	G	23.72385	60.08896	22.00890	260	
4	0.96637	127.25143	0.50600	0.50600	0.01963	0.03025	1.96837	0.14871	1.19165	6.06207	0.00000	3.46307	0.23387	0.03295	0.03039	0.03554	355.21110	0.88325	16.72520	0.97300	5678.00000	1.06708	G	17.05603	60.08896	22.00890	260	
4	1.04884	251.84444	0.79762	0.79762	0.04193	0.04769	1.96837	0.86204	2.05177	4.77452	0.00000	1.39370	0.72847	0.09106	0.03677	0.11694	218.29546	1.75125	16.72520	0.97300	5678.00000	1.06708	G	17.05603	60.08896	22.00890	260	
4	1.18323	206.83119	0.69949	0.69949	0.02997	0.04182	1.96837	1.84444	1.44955	0.83399	0.00000	1.81213	0.23273	0.02889	0.02187	0.05071	302.22496	1.90274	16.72520	0.97300	5678.00000	1.06708	G	17.05603	60.08896	22.00890	260	
4	0.84517	0.65498	0.01508	0.01508	0.00083	0.00090	1.96837	3.95002	5.27504	3.70597	0.00000	3896.78194	0.07608	0.07745	0.13983	0.14566	2155.91467	0.43633	16.72520	0.97300	5678.00000	1.06708	G	17.05603	60.08896	22.00890	260	
4	1.34598	86.94226	0.39252	0.39252	0.00916	0.02347	1.96837	3.15476	5.61422	5.43391	0.00000	5.75489	0.18184	0.02402	0.15490	0.92745	409.98161	7.17616	16.72520	0.97300	5678.00000	1.06708	G	17.05603	60.08896	22.00890	260	
5	1.36288	26.73264	0.17881	0.17881	0.00992	0.01069	1.47370	6.11383	1.69883	4.96953	0.00000	27.73040	0.53694	0.02943	0.28217	0.15386	526.85785	1.98333	16.72520	0.97300	5678.00000	1.06708	G	1.82378	60.08896	22.00890	260	
5	1.17514	3.04326	0.04200	0.04200	0.00236	0.00251	1.47370	3.27182	1.34058	4.58692	0.00000	502.60539	0.01822	0.04651	0.06190	0.51092	1311.76600	2.34131	16.72520	0.97300	5678.00000	1.06708	G	1.82378	60.08896	22.00890	260	
6	2.07461	3.15378	0.04301	0.04301	0.00244	0.00257	1.85429	3.91257	0.19582	3.27730	0.00000	479.25833	0.33810	0.07551	0.53098	0.49023	1174.59296	4.94024	16.72520	0.97300	5678.00000	1.06708	G	61.32751	60.08896	22.00890	260	
7	1.04404	167.86518	0.60862	0.60862	0.01004	0.03639	1.77309	1.35650	2.46346	5.58465	0.00000	2.39367	0.61976	0.07286	0.11991	0.00230	271.84879	1.30989	16.72520	0.97300	5678.00000	1.06708	G	19.14756	60.08896	22.00890	260	
7	2.84134	12.99516	0.11055	0.11055	0.00435	0.00661	1.77309	3.95264	5.01750	3.53047	0.00000	72.54982	0.59234	0.08076	0.29045	0.03731	649.05165	11.32578	16.72520	0.97300	5678.00000	1.06708	G	19.14756	60.08896	22.00890	260	
7	2.36434	7.28763	0.07518	0.07518	0.00383	0.00449	1.77309	3.03781	1.58383	5.26521	0.00000	156.87856	0.39960	0.05959	0.40219	0.10071	867.05626	5.25741	16.72520	0.97300	5678.00000	1.06708	G	19.14756	60.08896	22.00890	260	
8	1.35183	155.07801	0.57731	0.57731	0.02646	0.03452	0.96715	0.42824	5.08303	3.44718	0.00000	2.66039	0.66062	0.06283	0.45089	0.06548	271.30209	5.25741	16.72520	0.97300	5678.00000	1.06708	G	6.78379	60.08896	22.00890	260	
8	0.73768	18.79401	0.14138	0.14138	0.00824	0.00845	0.96715	5.33399	2.09016	1.32657	0.00000	44.35942	0.17522	0.00357	0.48982	0.43814	684.50602	0.20254	16.72520	0.97300	5678.00000	1.06708	G	6.78379	60.08896	22.00890	260	
8	0.55624	70.59158	0.34162	0.34162	0.01604	0.02043	0.96715	5.51972	2.73423	4.40004	0.00000	7.59757	0.61705	0.03387	0.06073	0.07198	363.49625	0.17157	16.72520	0.97300	5678.00000	1.06708	G	6.78379	60.08896	22.00890	260	
8	7.40514	65.33848	0.32445	0.32445	0.01642	0.01940	0.96715	1.20404	4.19115	1.38827	0.00000	8.42274	0.79110	0.01083	0.45549	0.63102	320.54905	37.71660	16.72520	0.97300	5678.00000	1.06708	G	6.78379	60.08896	22.00890	260	
8	11.77983	202.21969	0.68906	0.68906	0.03728	0.04120	0.96715	0.27858	0.56945	2.02842	0.00000	1.86744	0.54361	0.09612	0.36099	0.13469	267.41895	901.06840	16.72520	0.97300	5678.00000	1.06708	G	6.78379	60.08896	22.00890	260	
9	1.00149	111.46117	0.46322	0.46322	0.02072	0.02770	1.20258	4.43193	3.45747	5.17601	0.00000	4.13219	0.77888	0.08799	0.51981	0.05960	272.11352	0.88325	16.72520	0.97300	5678.00000	1.06708	G	37.35333	60.08896	22.00890	260	
9	0.81183	11.36192	0.10108	0.10108	0.00236	0.00604	1.20258	3.28667	3.65835	1.21842	0.00000	86.77801	0.77978	0.05986	0.52063	0.92716	581.91812	0.45481	16.72520	0.97300	5678.00000	1.06708	G	37.35333	60.08896	22.00890	260	
1	1.63944	43.70725	0.25358	0.25358	0.00965	0.01504	2.20969	0.71270	6.26709	1.28834	0.00000	19.05488	0.31359	0.03957	0.54504	0.03411	529.29075	1.86368	16.86056	1.10000	5790.00000	1.13851	G	31.60650	105.26393	47.23996	261	
1	1.64210	134.45505	0.53638	0.53638	0.02064	0.03181	2.20969	1.64775	0.23403	1.66104	0.00000	4.25900	0.47231	0.08445	0.04804	0.03552	340.77515	6.20634	16.86056	1.10000	5790.00000	1.13851	G	31.60650	105.26393	47.23996	261	
1	4.71885	171.66782	0.63126	0.63126	0.03561	0.03744	2.20969	0.42319	2.38073	1.15585	0.00000	3.07486	0.00413	0.05148	0.34098	0.48807	368.17393	27.63201	16.86056	1.10000	5790.00000	1.13851	G	31.60650	105.26393	47.23996	261	
2	0.95708	17.28641	0.13663	0.13663	0.00809	0.00810	0.39364	3.08593	5.37021	0.78678	0.00000	65.63534	0.09284	0.07407	0.12015	0.34282	773.12911	0.76388	16.86056	1.10000	5790.00000	1.13851	G	139.82403	105.26393	47.23996	261	
2	2.13312	247.33929	0.80528	0.80528	0.04550	0.04776	0.39364	5.42902	1.73869	5.45966	0.00000	1.88953	0.02868	0.06950	0.17663	0.18112	323.94746	4.94024	16.86056	1.10000	5790.00000	1.13851	G	139.82403	105.26393	47.23996	261	
3	2.50104	127.22576	0.51697	0.51697	0.03063	0.03066	1.02594	4.43170	1.37346	1.82358	0.00000	4.58470	0.51214	0.08844	0.19837	0.34236	340.36652	4.94024	16.86056	1.10000	5790.00000	1.13851	G	121.81875	105.26393	47.23996	261	
3	3.27195	465.60097	1.22771	1.22771	0.06773	0.07282	1.02594	2.44773	4.39088	1.44859	0.00000	0.81294	0.18417	0.03468	0.24014	0.52358	251.16573	7.63688	16.86056	1.10000	5790.00000	1.13851	G	121.81875	105.26393	47.23996	261	
3	7.84923	116.36302	0.48711	0.48711	0.01711	0.02889	1.02594	4.14974	1.67082	2.70027	0.00000	5.16406	0.68811	0.09071	0.07226	0.83180	313.54005	17.87493	16.86056	1.10000	5790.00000	1.13851	G	121.81875	105.26393	47.23996	261	
3	6.04816	484.75678	1.26115	1.26115	0.07433	0.07480	1.02594	2.03873	3.69076	5.86500	0.00000	0.77039	0.14324	0.04583	0.36747	0.37614	250.86419	5.36760	16.86056	1.10000	5790.00000	1.13851	G	121.81875	105.26393	47.23996	261	
4	0.67101	213.75275	0.73062	0.73062	0.01823	0.04333	1.77651	2.54323	0.02407	1.93181	0.00000	2.29542	0.03244	0.08779	0.29946	0.00852	339.76663	0.17157	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	0.98175	387.85829	1.08693	1.08693	0.05313	0.06447	1.77651	1.18087	6.20806	2.59975	0.00000	1.03716	0.41627	0.00425	0.59983	0.08770	245.50481	1.33734	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	1.32301	18.67261	0.14384	0.14384	0.00486	0.00853	1.77651	4.39963	4.48700	2.79213	0.00000	59.22034	0.62640	0.05838	0.43440	0.02283	603.62303	1.51458	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	2.07719	0.64341	0.01523	0.01523	0.00071	0.00090	1.77651	5.16007	0.28045	5.32837	0.00000	5281.56180	0.38689	0.02152	0.27293	0.68549	2099.52459	4.18489	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	0.75275	11.79431	0.10589	0.10589	0.00334	0.00628	1.77651	3.23280	3.77795	3.55027	0.00000	109.27332	0.47205	0.00813	0.18581	0.01815	767.04762	0.42737	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	1.88856	21.01129	0.15562	0.15562	0.00252	0.00923	1.77651	0.71382	0.44038	4.08620	0.00000	50.59884	0.21796	0.05031	0.38407	0.96429	698.05335	8.29751	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	0.65998	27.49957	0.18620	0.18620	0.01032	0.01104	1.77651	2.68565	3.12993	5.92355	0.00000	35.34351	0.43370	0.04147	0.46926	0.16102	588.68908	0.13943	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	8.16872	173.96217	0.63688	0.63688	0.00892	0.03777	1.77651	0.54586	3.33636	4.63899	0.00000	3.02091	0.38289	0.08223	0.50549	0.00143	325.21600	74.78195	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
4	15.72062	21.55522	0.15829	0.15829	0.00936	0.00939	1.77651	2.60602	3.89131	2.30777	0.00000	48.90362	0.65923	0.01996	0.51195	0.36051	562.33509	42682.24430	16.86056	1.10000	5790.00000	1.13851	G	177.42134	105.26393	47.23996	261	
5	0.85370	193.74613	0.68429	0.68429	0.01596	0.04059	1.57850	2.56289	4.09433	0.21398	0.00000	2.61678	0.70911	0.05824	0.15891	0.92633	259.96868	0.31310	16.86056	1.10000	5790.00000	1.13851	G	16.56085	105.26393	47.23996	261	
7	1.46653	39.92447	0.23873	0.23873	0.01151	0.01416	2.47300	3.50123	0.12753	1.09251	0.00000	21.49935	0.38172	0.05641	0.06074	0.08288	531.43279	4.54690	16.86056	1.10000	5790.00000	1.13851	G	31.85747	105.26393	47.23996	261	
7	2.37695	3.99150	0.05143	0.05143	0.00253	0.00305	2.47300	1.43878	3.54150	3.85628	0.00000	463.33641	0.38648	0.05122	0.31278	0.09076	1142.81948	14.83106	16.86056	1.10000	5790.00000	1.13851	G	31.85747	105.26393	47.23996	261	
7	12.89435	105.74132	0.45700	0.45700	0.02551	0.02710	2.47300	3.63666	1.58244	5.27638	0.00000	5.86703	0.74442	0.05260	0.29352	0.16789	307.98835	1392.91920	16.86056	1.10000	5790.00000	1.13851	G	31.85747	105.26393	47.23996	261	
8	0.85570	315.91125	0.94797	0.94797	0.01509	0.05622	1.52584	5.47468	4.40758	3.71442	0.00000	1.36351	0.39672	0.05593	0.29512	0.00211	265.05786	0.68863	16.86056	1.10000	5790.00000	1.13851	G	38.15860	105.26393	47.23996	261	
8	0.53799	3.20439	0.04442	0.04442	0.00013	0.00263	1.52584	3.32266	6.27990	1.59537	0.00000	620.98820	0.05222	0.02883	0.13880	0.00001	1370.86085	0.07964	16.86056	1.10000	5790.00000	1.13851	G	38.15860	105.26393	47.23996	261	
9	0.63376	296.31834	0.90836	0.90836	0.03107	0.05387	2.15261	2.99740	5.24905	5.95740	0.00000	1.48502	0.03073	0.09944	0.42586	0.84068	304.85295	0.22938	16.86056	1.10000	5790.00000	1.13851	G	25.20113	105.26393	47.23996	261	
1	0.57238	58.94048	0.28922	0.28922	0.01185	0.01715	0.83381	5.53135	2.98435	4.65361	0.00000	3.47782	0.10185	0.07597	0.44784	0.04432	370.00761	0.31966	16.86056	0.71500	5013.00000	0.92880	K	27.73524	345.52284	59.16552	262	
1	1.41471	1.05641	0.01981	0.01981	0.00114	0.00117	0.83381	2.46495	1.02547	1.78414	0.00000	741.44787	0.49011	0.00418	0.20442	0.20695	1227.25537	1.94262	16.86056	0.71500	5013.00000	0.92880	K	27.73524	345.52284	59.16552	262	
1	0.87988	0.62499	0.01396	0.01396	0.00081	0.00083	0.83381	4.19056	0.62627	5.90471	0.00000	1492.88636	0.40302	0.02837	0.26626	0.23277	1520.69773	3.69518	16.86056	0.71500	5013.00000	0.92880	K	27.73524	345.52284	59.16552	262	
1	6.38787	399.29983	1.03549	1.03549	0.05715	0.06141	0.83381	3.63211	5.51007	1.29014	0.00000	0.27131	0.73029	0.06022	0.43756	0.15687	144.75518	34.71367	16.86056	0.71500	5013.00000	0.92880	K	27.73524	345.52284	59.16552	262	
2	1.12845	279.29017	0.81592	0.81592	0.03920	0.04839	0.67597	1.32998	3.77554	4.43502	0.00000	0.43697	0.66028	0.05568	0.48019	0.08163	172.75854	1.15661	16.86056	0.71500	5013.00000	0.92880	K	2.01080	345.52284	59.16552	262	
3	0.55971	12.28065	0.10165	0.10165	0.00603	0.00603	2.95844	1.71641	4.42284	1.77047	0.00000	28.15553	0.70017	0.06623	0.12651	0.32653	474.41330	0.18259	16.86056	0.71500	5013.00000	0.92880	K	17.68619	345.52284	59.16552	262	
3	2.82768	2.37632	0.03401	0.03401	0.00201	0.00202	2.95844	2.82696	6.07368	3.69466	0.00000	251.56606	0.17351	0.08999	0.59491	0.34958	1056.86297	13.65024	16.86056	0.71500	5013.00000	0.92880	K	17.68619	345.52284	59.16552	262	
4	0.75964	230.43619	0.71776	0.71776	0.04253	0.04257	1.29942	4.59607	1.77136	4.55893	0.00000	0.56467	0.16505	0.08687	0.39663	0.29595	230.62638	0.17157	16.86056	0.71500	5013.00000	0.92880	K	5.55345	345.52284	59.16552	262	
4	2.65062	14.79091	0.11506	0.11506	0.00567	0.00682	1.29942	3.72855	2.12978	1.62643	0.00000	21.97181	0.39912	0.01041	0.16643	0.64660	530.52857	10.86556	16.86056	0.71500	5013.00000	0.92880	K	5.55345	345.52284	59.16552	262	
4	1.09167	417.01618	1.06590	1.06590	0.06048	0.06322	1.29942	5.14421	1.31248	2.13611	0.00000	0.25605	0.69432	0.05263	0.31443	0.47747	147.21226	0.95965	16.86056	0.71500	5013.00000	0.92880	K	5.55345	345.52284	59.16552	262	
4	2.21859	194.27643	0.64056	0.64056	0.03089	0.03799	1.29942	2.77133	4.43313	1.20114	0.00000	0.70898	0.06020	0.06763	0.55786	0.66507	251.45651	4.73949	16.86056	0.71500	5013.00000	0.92880	K	5.55345	345.52284	59.16552	262	
